"AX","Egam","DE","RI","DRI","TI","Mult","MR","DMR","CC","DCC","E_feed","Continuation","Delete","Braw","Btype","B","B2raw","B2type","B2","FLraw","FL","Mult_Clean","Mult_Cleaner","M"
"156GD",1040.47,8,100,3,NA,"E2+E0+M1",-5.9,NA,0.0143,NA,1129.437,0,FALSE,"BE2W=3.3","BE2W",3.3,NA,NA,NA,NA,0,"E2+E0+M1","E2+E0+M1",156
"156GD",1129.419,9,27.4,15,NA,"E2",NA,NA,0.00214,NA,1129.437,0,FALSE,"BE2W=0.63","BE2W",0.63,NA,NA,NA,NA,0,"E2","E2",156
"156GD",865.968,21,3.78,12,NA,"E2",NA,NA,0.00374,NA,1154.152,0,FALSE,"BE2W=0.77","BE2W",0.77,NA,NA,NA,NA,0,"E2","E2",156
"156GD",1065.1781,2,100,5,NA,"E2+M1",-16,5,0.00242,NA,1154.152,0,FALSE,"BM1W=6.E-5","BM1W",6e-05,"BE2W=7.24","BE2W=",7.24,NA,0,"E2+M1","M1+E2",156
"156GD",1154.1467,2,96.2,6,NA,"E2",NA,NA,0.00205,NA,1154.152,0,FALSE,"BE2W=4.68","BE2W",4.68,NA,NA,NA,NA,0,"E2","E2",156
"156GD",1079.226,8,100,4,NA,"E2",NA,NA,0.00235,NA,1168.186,0,FALSE,"BE2W=1.6","BE2W",1.6,NA,NA,NA,NA,0,"E2","E2",156
"156GD",193.001,13,0.07,2,NA,"[E1]",NA,NA,0.0499,NA,1242.48,0,FALSE,"BE1W=0.00037","BE1W",0.00037,NA,NA,NA,NA,0,"E1","E1",156
"156GD",1153.478,14,100,10,NA,"E1",NA,NA,0.000883,NA,1242.48,0,FALSE,"BE1W=0.0025","BE1W",0.0025,NA,NA,NA,NA,0,"E1","E1",156
"156GD",1242.481,10,97.1,5,NA,"E1",NA,NA,0.000809,NA,1242.48,0,FALSE,"BE1W=0.0018","BE1W",0.0018,NA,NA,NA,NA,0,"E1","E1",156
"156GD",959.82,9,27.1,3,NA,"E2+M1",-12,NA,0.00301,NA,1248.006,0,FALSE,"BM1W=6.E-5","BM1W",6e-05,"BE2W=5.1","BE2W=",5.1,NA,0,"E2+M1","M1+E2",156
"156GD",1159.031,8,100,5,NA,"E2+M1",-11.8,NA,0.00204,NA,1248.006,0,FALSE,"BM1W=0.00014","BM1W",0.00014,"BE2W=7.3","BE2W=",7.3,NA,0,"E2+M1","M1+E2",156
"156GD",969.865,8,100,2,NA,"E2",NA,NA,0.00294,NA,1258.075,0,FALSE,"BE2W=4.3","BE2W",4.3,NA,NA,NA,NA,0,"E2","E2",156
"156GD",1169.087,10,71,1,NA,"E2+M1(+E0)",0.38,6,0.0031,NA,1258.075,0,FALSE,"BM1W=0.0078","BM1W",0.0078,"BE2W=0.42","BE2W=",0.42,NA,0,"E2+M1+E0","E2+M1+E0",156
"156GD",1258.087,14,26,1,NA,"E2",NA,NA,0.00174,NA,1258.075,0,FALSE,"BE2W=0.31","BE2W",0.31,NA,NA,NA,NA,0,"E2","E2",156
"156GD",987.944,5,45,2,NA,"E1",NA,NA,0.00116,NA,1276.138,0,FALSE,"BE1W=0.00077","BE1W",0.00077,NA,NA,NA,NA,0,"E1","E1",156
"156GD",1187.1631,2,100,2,NA,"E1",NA,NA,0.00085,NA,1276.138,0,FALSE,"BE1W=0.00098","BE1W",0.00098,NA,NA,NA,NA,0,"E1","E1",156
"156GD",168.382,3,1.11,9,NA,"E2",NA,NA,0.397,NA,1297.822,0,FALSE,"BE2W=2.8E+2","BE2W",2.8,NA,NA,NA,NA,0,"E2","E2",156
"156GD",713.102,8,11.3,10,NA,"E2",NA,NA,0.0058,NA,1297.822,0,FALSE,"BE2W=2.1","BE2W",2.1,NA,NA,NA,NA,0,"E2","E2",156
"156GD",1208.87,10,100,3,NA,"E2",NA,NA,0.00187,NA,1297.822,0,FALSE,"BE2W=1.3","BE2W",1.3,NA,NA,NA,NA,0,"E2","E2",156
"156GD",225.88,4,0.017,4,NA,"[E2]",NA,NA,0.1485,NA,1355.422,0,FALSE,"BE2W=4.3","BE2W",4.3,NA,NA,NA,NA,0,"E2","E2",156
"156GD",1067.2325,2,100,1,NA,"E2+M1",-4,NA,0.00249,7,1355.422,0,FALSE,"BM1W=0.0014","BM1W",0.0014,"BE2W=10.2","BE2W=",10.2,NA,0,"E2+M1","M1+E2",156
"156GD",1266.446,12,39,1,NA,"E2",NA,NA,0.00172,NA,1355.422,0,FALSE,"BE2W=1.8","BE2W",1.8,NA,NA,NA,NA,0,"E2","E2",156
"156GD",237.04,4,0.08,3,NA,"[E1]",NA,NA,0.0291,NA,1366.529,0,FALSE,"BE1W=0.0005","BE1W",5e-04,NA,NA,NA,NA,0,"E1","E1",156
"156GD",1277.482,10,100,1,NA,"E1",NA,NA,0.000789,NA,1366.529,0,FALSE,"BE1W=0.0043","BE1W",0.0043,NA,NA,NA,NA,0,"E1","E1",156
"156GD",1366.478,11,54.5,3,NA,"E1",NA,NA,0.000759,NA,1366.529,0,FALSE,"BE1W=0.0019","BE1W",0.0019,NA,NA,NA,NA,0,"E1","E1",156
"156GD",131.983,12,0.021,3,NA,"[E2]",NA,NA,0.926,NA,1408.133,0,FALSE,"BE2W=3.0E+2","BE2W",3,NA,NA,NA,NA,0,"E2","E2",156
"156GD",823.421,8,30.1,15,NA,"E1",NA,NA,0.00165,NA,1408.133,0,FALSE,"BE1W=0.00064","BE1W",0.00064,NA,NA,NA,NA,0,"E1","E1",156
"156GD",1119.933,11,100,8,NA,"E1",NA,NA,0.000925,NA,1408.133,0,FALSE,"BE1W=0.00085","BE1W",0.00085,NA,NA,NA,NA,0,"E1","E1",156
"156GD",450.95,2,100,NA,NA,"E2",NA,NA,0.0184,NA,1416.078,0,FALSE,"BE2W=314","BE2W",314,NA,NA,NA,NA,0,"E2","E2",156
"156GD",258.86,4,1.34,7,NA,"E2",NA,NA,0.0957,NA,1506.863,0,FALSE,"BE2W=1.3E+2","BE2W",1.3,NA,NA,NA,NA,0,"E2","E2",156
"156GD",922.183,10,35.6,10,NA,"E2",NA,NA,0.00327,NA,1506.863,0,FALSE,"BE2W=11","BE2W",11,NA,NA,NA,NA,0,"E2","E2",156
"156GD",1218.708,13,100,6,NA,"E2",NA,NA,0.00185,NA,1506.863,0,FALSE,"BE2W=8","BE2W",8,NA,NA,NA,NA,0,"E2","E2",156
"156GD",155.168,4,4.6,2,NA,"M1+E2",0.48,2,0.569,NA,1510.594,0,FALSE,"BM1W=0.00058","BM1W",0.00058,"BE2W=2.9","BE2W=",2.9,NA,0,"M1+E2","M1+E2",156
"156GD",212.771,13,0.11,2,NA,"M1+E2",0.49,4,0.23,NA,1510.594,0,FALSE,"BM1W=5.4E-6","BM1W",5.4e-06,"BE2W=0.015","BE2W=",0.015,NA,0,"M1+E2","M1+E2",156
"156GD",262.589,3,16.4,6,NA,"E2+M1",8.4,10,0.092,NA,1510.594,0,FALSE,"BM1W=7.4E-6","BM1W",7.4e-06,"BE2W=3.9","BE2W=",3.9,NA,0,"E2+M1","M1+E2",156
"156GD",356.446,5,35,NA,NA,"E2",NA,NA,0.0359,NA,1510.594,0,FALSE,"BE2W=0.9","BE2W",0.9,NA,NA,NA,NA,0,"E2","E2",156
"156GD",381.155,5,1.8,1,NA,"E2",NA,NA,0.0295,NA,1510.594,0,FALSE,"BE2W=0.067","BE2W",0.067,NA,NA,NA,NA,0,"E2","E2",156
"156GD",925.917,11,11.6,5,NA,"E2",NA,NA,0.00324,NA,1510.594,0,FALSE,"BE2W=0.0051","BE2W",0.0051,NA,NA,NA,NA,0,"E2","E2",156
"156GD",1222.427,10,100,1,NA,"M1+E2",-1.7,2,0.0021,6,1510.594,0,FALSE,"BM1W=8.2E-6","BM1W",8.2e-06,"BE2W=0.0082","BE2W=",0.0082,NA,0,"M1+E2","M1+E2",156
"156GD",1421.594,15,43,3,NA,"E2",NA,NA,0.00141,NA,1510.594,0,FALSE,"BE2W=0.0022","BE2W",0.0022,NA,NA,NA,NA,0,"E2","E2",156
"156GD",1250.655,11,100,6,NA,"E1",NA,NA,0.000804,NA,1538.851,0,FALSE,"BE1W=0.0031","BE1W",0.0031,NA,NA,NA,NA,0,"E1","E1",156
"156GD",1449.897,11,94,6,NA,"E1",NA,NA,0.000753,NA,1538.851,0,FALSE,"BE1W=0.0019","BE1W",0.0019,NA,NA,NA,NA,0,"E1","E1",156
"156GD",348.726,7,10.3,5,NA,"E1",NA,NA,0.01097,NA,1715.211,0,FALSE,"BE1W=0.00015","BE1W",0.00015,NA,NA,NA,NA,0,"E1","E1",156
"156GD",472.699,5,100,5,NA,"E1",NA,NA,0.00535,NA,1715.211,0,FALSE,"BE1W=0.0006","BE1W",6e-04,NA,NA,NA,NA,0,"E1","E1",156
"156GD",585.83,15,4,11,NA,"[E2]",NA,NA,0.0093,NA,1715.211,0,FALSE,"BE2W=1.7","BE2W",1.7,NA,NA,NA,NA,0,"E2","E2",156
"156GD",404.634,16,1.1,1,NA,"(E1)",NA,NA,0.00768,NA,1771.092,0,FALSE,"BE1W=8.2E-5","BE1W",8.2e-05,NA,NA,NA,NA,0,"E1","E1",156
"156GD",494.941,6,7.3,3,NA,"E1",NA,NA,0.00482,NA,1771.092,0,FALSE,"BE1W=0.00030","BE1W",3e-04,NA,NA,NA,NA,0,"E1","E1",156
"156GD",513.02,13,2.4,3,NA,"M1",NA,NA,0.0237,NA,1771.092,0,FALSE,"BM1W=0.0083","BM1W",0.0083,NA,NA,NA,NA,0,"M1","M1",156
"156GD",528.626,22,0.83,7,NA,"E1",NA,NA,0.00416,NA,1771.092,0,FALSE,"BE1W=2.8E-5","BE1W",2.8e-05,NA,NA,NA,NA,0,"E1","E1",156
"156GD",1682.174,15,100,5,NA,"M1",NA,NA,0.00152,NA,1771.092,0,FALSE,"BM1W=0.0098","BM1W",0.0098,NA,NA,NA,NA,0,"M1","M1",156
"156GD",522.351,11,3.1,3,NA,"E1",NA,NA,0.00427,NA,1780.486,0,FALSE,"BE1W=5.0E-5","BE1W",5e-05,NA,NA,NA,NA,0,"E1","E1",156
"156GD",532.483,5,31,4,NA,"E1",NA,NA,0.0041,NA,1780.486,0,FALSE,"BE1W=0.000476","BE1W",0.000476,NA,NA,NA,NA,0,"E1","E1",156
"156GD",626.321,5,100,4,NA,"E1",NA,NA,0.00288,NA,1780.486,0,FALSE,"BE1W=0.0009","BE1W",9e-04,NA,NA,NA,NA,0,"E1","E1",156
"156GD",650.978,12,5.6,3,NA,"E1",NA,NA,0.00266,NA,1780.486,0,FALSE,"BE1W=4.7E-5","BE1W",4.7e-05,NA,NA,NA,NA,0,"E1","E1",156
"156GD",508.41,3,100,NA,NA,"E2",NA,NA,0.01335,NA,1924.49,0,FALSE,"BE2W=3.0E+2","BE2W",3,NA,NA,NA,NA,0,"E2","E2",156
"156GD",423.777,16,0.86,14,NA,"[E1]",NA,NA,0.00689,NA,1934.355,0,FALSE,"BE1W=1.6E-5","BE1W",1.6e-05,NA,NA,NA,NA,0,"E1","E1",156
"156GD",567.692,5,0.57,19,NA,"[E2]",NA,NA,0.01006,NA,1934.355,0,FALSE,"BE2W=0.7","BE2W",0.7,NA,NA,NA,NA,0,"E2","E2",156
"156GD",578.934,8,11.8,2,NA,"E1",NA,NA,0.00341,NA,1934.355,0,FALSE,"BE1W=9.E-5","BE1W",9e-05,NA,NA,NA,NA,0,"E1","E1",156
"156GD",614.511,9,5.5,2,NA,"M1",NA,NA,0.01504,NA,1934.355,0,FALSE,"BM1W=0.0033","BM1W",0.0033,NA,NA,NA,NA,0,"M1","M1",156
"156GD",658.4,19,4.7,2,NA,"M1",NA,NA,0.01266,NA,1934.355,0,FALSE,"BM1W=0.0023","BM1W",0.0023,NA,NA,NA,NA,0,"M1","M1",156
"156GD",676.22,15,3.9,2,NA,"E1",NA,NA,0.00245,NA,1934.355,0,FALSE,"BE1W=1.8E-5","BE1W",1.8e-05,NA,NA,NA,NA,0,"E1","E1",156
"156GD",686.313,9,11.4,2,NA,"E1",NA,NA,0.00238,NA,1934.355,0,FALSE,"BE1W=5.E-5","BE1W",5e-05,NA,NA,NA,NA,0,"E1","E1",156
"156GD",691.832,19,5.63,24,NA,"E2",NA,NA,0.00622,NA,1934.355,0,FALSE,"BE2W=25","BE2W",25,NA,NA,NA,NA,0,"E2","E2",156
"156GD",780.25,4,61.8,4,NA,"E1",NA,NA,0.00183,NA,1934.355,0,FALSE,"BE1W=1.0E-5","BE1W",1e-05,NA,NA,NA,NA,0,"E1","E1",156
"156GD",805.096,20,6.1,2,NA,"E1",NA,NA,0.00172,NA,1934.355,0,FALSE,"BE1W=1.7E-5","BE1W",1.7e-05,NA,NA,NA,NA,0,"E1","E1",156
"156GD",1646.184,18,100,6,NA,"E1",NA,NA,0.000786,NA,1934.355,0,FALSE,"BE1W=3.2E-5","BE1W",3.2e-05,NA,NA,NA,NA,0,"E1","E1",156
"156GD",1845.474,24,108.9,7,NA,"E1",NA,NA,0.000853,NA,1934.355,0,FALSE,"BE1W=2.5E-5","BE1W",2.5e-05,NA,NA,NA,NA,0,"E1","E1",156
"156GD",688.231,24,4.9,6,NA,"E1",NA,NA,0.00237,NA,1946.344,0,FALSE,"BE1W=0.00068","BE1W",0.00068,NA,NA,NA,NA,0,"E1","E1",156
"156GD",1857.408,23,100,3,NA,"E1",NA,NA,0.000858,NA,1946.344,0,FALSE,"BE1W=0.00070","BE1W",7e-04,NA,NA,NA,NA,0,"E1","E1",156
"156GD",1946.16,4,68,3,NA,"E1",NA,NA,0.000895,NA,1946.344,0,FALSE,"BE1W=0.00041","BE1W",0.00041,NA,NA,NA,NA,0,"E1","E1",156
"156GD",706.93,4,1.99,15,NA,"[E1]",NA,NA,0.00224,NA,2026.664,0,FALSE,"BE1W=0.00014","BE1W",0.00014,NA,NA,NA,NA,0,"E1","E1",156
"156GD",784.14,10,1.51,12,NA,"[E1]",NA,NA,0.00182,NA,2026.664,0,FALSE,"BE1W=7.9E-5","BE1W",7.9e-05,NA,NA,NA,NA,0,"E1","E1",156
"156GD",858.51,6,6.26,15,NA,"M1",NA,NA,0.0066,NA,2026.664,0,FALSE,"BM1W=0.024","BM1W",0.024,NA,NA,NA,NA,0,"M1","M1",156
"156GD",1937.57,5,59.4,4,NA,"M1+E2",-0.6,4,0.00121,2,2026.664,0,FALSE,"BM1W=0.014","BM1W",0.014,"BE2W=0.71","BE2W=",0.71,NA,0,"M1+E2","M1+E2",156
"156GD",2026.7,3,100,5,NA,"M1",NA,NA,0.00123,NA,2026.664,0,FALSE,"BM1W=0.037","BM1W",0.037,NA,NA,NA,NA,0,"M1","M1",156
"156GD",591.782,24,1.04,11,NA,"[E2]",NA,NA,0.00907,NA,2054.134,0,FALSE,"BE2W=5.8","BE2W",5.8,NA,NA,NA,NA,0,"E2","E2",156
"156GD",734.435,21,3.4,4,NA,"[E1]",NA,NA,0.00207,NA,2054.134,0,FALSE,"BE1W=7.2E-5","BE1W",7.2e-05,NA,NA,NA,NA,0,"E1","E1",156
"156GD",796.017,24,7.4,6,NA,"M1",NA,NA,0.00794,NA,2054.134,0,FALSE,"BM1W=0.0116","BM1W",0.0116,NA,NA,NA,NA,0,"M1","M1",156
"156GD",1765.97,5,17.9,12,NA,"[E2]",NA,NA,0.00108,NA,2054.134,0,FALSE,"BE2W=0.43","BE2W",0.43,NA,NA,NA,NA,0,"E2","E2",156
"156GD",1965.123,20,100,6,NA,"M1",NA,NA,0.00126,NA,2054.134,0,FALSE,"BM1W=0.0104","BM1W",0.0104,NA,NA,NA,NA,0,"M1","M1",156
"156GD",2054.03,10,9.7,10,NA,"E2",NA,NA,0.000995,NA,2054.134,0,FALSE,"BE2W=0.108","BE2W",0.108,NA,NA,NA,NA,0,"E2","E2",156
"156GD",228.35,4,100,3,NA,"E1",NA,NA,0.032,NA,2137.6,0,FALSE,"BE1W=9.9E-9","BE1W",9.9e-09,NA,NA,NA,NA,0,"E1","E1",156
"156GD",383.93,6,48,4,NA,"[E1]",NA,NA,0.0087,NA,2137.6,0,FALSE,"BE1W=1.00E-9","BE1W",1e-09,NA,NA,NA,NA,0,"E1","E1",156
"156GD",2314,NA,53,11,NA,"[M1]",NA,NA,0.00116,NA,2402.7,0,FALSE,"BM1W=0.036","BM1W",0.036,NA,NA,NA,NA,0,"M1","M1",156
"156GD",2403,NA,100,NA,NA,"[M1]",NA,NA,0.00116,NA,2402.7,0,FALSE,"BM1W=0.061","BM1W",0.061,NA,NA,NA,NA,0,"M1","M1",156
"156GD",2450,NA,100,NA,NA,"[E1]",NA,NA,NA,NA,2539,0,FALSE,"BE1W=0.00070","BE1W",7e-04,NA,NA,NA,NA,0,"E1","E1",156
"156GD",2539,NA,75,16,NA,"[E1]",NA,NA,NA,NA,2539,0,FALSE,"BE1W=0.00048","BE1W",0.00048,NA,NA,NA,NA,0,"E1","E1",156
"156GD",2656,NA,100,NA,NA,"[E1]",NA,NA,NA,NA,2745,0,FALSE,"BE1W=0.0019","BE1W",0.0019,NA,NA,NA,NA,0,"E1","E1",156
"156GD",2745,NA,56,7,NA,"[E1]",NA,NA,NA,NA,2745,0,FALSE,"BE1W=0.00096","BE1W",0.00096,NA,NA,NA,NA,0,"E1","E1",156
"156GD",2696,NA,55,10,NA,"[M1]",NA,NA,NA,NA,2785,0,FALSE,"BM1W=0.027","BM1W",0.027,NA,NA,NA,NA,0,"M1","M1",156
"156GD",2785,NA,100,NA,NA,"[M1]",NA,NA,NA,NA,2785,0,FALSE,"BM1W=0.044","BM1W",0.044,NA,NA,NA,NA,0,"M1","M1",156
"156GD",2885,NA,52,10,NA,"[M1]",NA,NA,NA,NA,2974,0,FALSE,"BM1W=0.036","BM1W",0.036,NA,NA,NA,NA,0,"M1","M1",156
"156GD",2974,NA,100,NA,NA,"[M1]",NA,NA,NA,NA,2974,0,FALSE,"BM1W=0.063","BM1W",0.063,NA,NA,NA,NA,0,"M1","M1",156
"156GD",2921,NA,55,20,NA,"[M1]",NA,NA,NA,NA,3010,0,FALSE,"BM1W=0.010","BM1W",0.01,NA,NA,NA,NA,0,"M1","M1",156
"156GD",3010,NA,100,NA,NA,"[M1]",NA,NA,NA,NA,3010,0,FALSE,"BM1W=0.017","BM1W",0.017,NA,NA,NA,NA,0,"M1","M1",156
"156GD",2961,NA,36,16,NA,"[M1]",NA,NA,NA,NA,3050,0,FALSE,"BM1W=0.008","BM1W",0.008,NA,NA,NA,NA,0,"M1","M1",156
"156GD",3050,NA,100,NA,NA,"[M1]",NA,NA,NA,NA,3050,0,FALSE,"BM1W=0.020","BM1W",0.02,NA,NA,NA,NA,0,"M1","M1",156
"156GD",2981,NA,57,5,NA,"[M1]",NA,NA,NA,NA,3070,0,FALSE,"BM1W=0.142","BM1W",0.142,NA,NA,NA,NA,0,"M1","M1",156
"156GD",3070,NA,100,NA,NA,"[M1]",NA,NA,NA,NA,3070,0,FALSE,"BM1W=0.227","BM1W",0.227,NA,NA,NA,NA,0,"M1","M1",156
"156GD",3033,NA,50,20,NA,"[M1]",NA,NA,NA,NA,3122,0,FALSE,"BM1W=0.010","BM1W",0.01,NA,NA,NA,NA,0,"M1","M1",156
"156GD",3122,NA,100,NA,NA,"[M1]",NA,NA,NA,NA,3122,0,FALSE,"BM1W=0.018","BM1W",0.018,NA,NA,NA,NA,0,"M1","M1",156
"156GD",3158,NA,NA,NA,NA,"[M1]",NA,NA,NA,NA,3158,0,FALSE,"BM1W=0.063","BM1W",0.063,NA,NA,NA,NA,0,"M1","M1",156
"156GD",3129,NA,44,10,NA,"[M1]",NA,NA,NA,NA,3218,0,FALSE,"BM1W=0.029","BM1W",0.029,NA,NA,NA,NA,0,"M1","M1",156
"156GD",3218,NA,100,NA,NA,"[M1]",NA,NA,NA,NA,3218,0,FALSE,"BM1W=0.061","BM1W",0.061,NA,NA,NA,NA,0,"M1","M1",156
"156GD",3225,NA,100,NA,NA,"[E1]",NA,NA,NA,NA,3314,0,FALSE,"BE1W=0.00051","BE1W",0.00051,NA,NA,NA,NA,0,"E1","E1",156
"156GD",3314,NA,53,17,NA,"[E1]",NA,NA,NA,NA,3314,0,FALSE,"BE1W=0.00025","BE1W",0.00025,NA,NA,NA,NA,0,"E1","E1",156
"156TB",49.63,10,100,NA,NA,"E1",NA,NA,0.357,NA,49.63,0,FALSE,"BE1W=2.9E-5","BE1W",2.9e-05,NA,NA,NA,NA,0,"E1","E1",156
"156DY",137.8,10,100,NA,NA,"E2",NA,NA,0.849,NA,137.77,0,FALSE,"BE2W=150.0","BE2W",150,NA,NA,NA,NA,0,"E2","E2",156
"156DY",266.38,10,100,NA,NA,"E2",NA,NA,0.0933,NA,404.19,0,FALSE,"BE2W=244.8","BE2W",244.8,NA,NA,NA,NA,0,"E2","E2",156
"156DY",366.22,12,100,NA,NA,"E2",NA,NA,0.0356,NA,770.44,0,FALSE,"BE2W=264","BE2W",264,NA,NA,NA,NA,0,"E2","E2",156
"156DY",486.4,3,8.5,10,NA,"[E2]",NA,NA,0.01629,NA,890.5,0,FALSE,"BE2W=12.6","BE2W",12.6,NA,NA,NA,NA,0,"E2","E2",156
"156DY",752.67,15,56,5,NA,"E2+E0(+M1)",NA,NA,0.0085,NA,890.5,0,FALSE,"BE2W=9.4","BE2W",9.4,NA,NA,NA,NA,0,"E2+E0+M1","E2+E0+M1",156
"156DY",890.44,12,100,15,NA,"E2",NA,NA,0.00389,NA,890.5,0,FALSE,"BE2W=7.2","BE2W",7.2,NA,NA,NA,NA,0,"E2","E2",156
"156DY",317.9,2,2,3,NA,"E2",NA,NA,0.0541,NA,1088.28,0,FALSE,"BE2W=12","BE2W",12,NA,NA,NA,NA,0,"E2","E2",156
"156DY",684.1,10,100,7,NA,"E2+E0",NA,NA,0.035,NA,1088.28,0,FALSE,"BE2W=13","BE2W",13,NA,NA,NA,NA,0,"E2+E0","E2+E0",156
"156DY",950.5,2,9,15,NA,"E2",NA,NA,0.00338,NA,1088.28,0,FALSE,"BE2W=0.23","BE2W",0.23,NA,NA,NA,NA,0,"E2","E2",156
"156DY",445.23,17,100,NA,NA,"E2",NA,NA,0.0206,NA,1215.61,0,FALSE,"BE2W=281","BE2W",281,NA,NA,NA,NA,0,"E2","E2",156
"156DY",348.96,14,73,4,NA,"E2",NA,NA,0.041,NA,1437.28,0,FALSE,"BE2W=209","BE2W",209,NA,NA,NA,NA,0,"E2","E2",156
"156DY",666.88,15,100,5,NA,"E0+E2",NA,NA,0.048,NA,1437.28,0,FALSE,"BE2W=11.2","BE2W",11.2,NA,NA,NA,NA,0,"E0+E2","E0+E2",156
"156DY",1033.2,3,34,7,NA,"E2",NA,NA,0.00284,NA,1437.28,0,FALSE,"BE2W=0.43","BE2W",0.43,NA,NA,NA,NA,0,"E2","E2",156
"156DY",509.35,6,100,NA,NA,"E2",NA,NA,0.01444,NA,1725.02,0,FALSE,"BE2W=3.1E+2","BE2W",3.1,NA,NA,NA,NA,0,"E2","E2",156
"156DY",421.25,13,100,4,NA,"E2",NA,NA,0.024,NA,1858.64,0,FALSE,"BE2W=310","BE2W",310,NA,NA,NA,NA,0,"E2","E2",156
"156DY",642.48,40,21,3,NA,"E2+E0",NA,NA,0.049,NA,1858.64,0,FALSE,"BE2W=8.0","BE2W",8,NA,NA,NA,NA,0,"E2+E0","E2+E0",156
"156DY",1089.3,2,7.6,17,NA,"E2",NA,NA,0.00255,NA,1858.64,0,FALSE,"BE2W=0.20","BE2W",0.2,NA,NA,NA,NA,0,"E2","E2",156
"156DY",560.75,10,100,NA,NA,"E2",NA,NA,0.01131,NA,2285.88,0,FALSE,"BE2W=3.3E+2","BE2W",3.3,NA,NA,NA,NA,0,"E2","E2",156
"156DY",456.86,12,100,4,NA,"E2",NA,NA,0.0192,NA,2315.59,0,FALSE,"BE2W=3.0E+2","BE2W",3,NA,NA,NA,NA,0,"E2","E2",156
"156DY",591.6,5,11,2,NA,"E2+E0",NA,NA,0.06,NA,2315.59,0,FALSE,"BE2W=8.9","BE2W",8.9,NA,NA,NA,NA,0,"E2+E0","E2+E0",156
"156DY",1100.3,NA,11,2,NA,"E2",NA,NA,0.0025,NA,2315.59,0,FALSE,"BE2W=0.40","BE2W",0.4,NA,NA,NA,NA,0,"E2","E2",156
"156DY",390.9,1,100,4,NA,"E2",NA,NA,0.0296,NA,2706.87,0,FALSE,"BE2W=148","BE2W",148,NA,NA,NA,NA,0,"E2","E2",156
"156DY",982.2,2,21,4,NA,"E2",NA,NA,0.00316,NA,2706.87,0,FALSE,"BE2W=0.31","BE2W",0.31,NA,NA,NA,NA,0,"E2","E2",156
"156DY",601.83,13,100,NA,NA,"E2",NA,NA,0.0095,NA,2887.82,0,FALSE,"BE2W=2.5E+2","BE2W",2.5,NA,NA,NA,NA,0,"E2","E2",156
"156DY",359.09,15,100,4,NA,"E2",NA,NA,0.0377,NA,3065.88,0,FALSE,"BE2W=231","BE2W",231,NA,NA,NA,NA,0,"E2","E2",156
"156DY",432.64,18,55,4,NA,"E2",NA,NA,0.0224,NA,3498.8,0,FALSE,"BE2W=188","BE2W",188,NA,NA,NA,NA,0,"E2","E2",156
"156DY",611.3,25,100,4,NA,"E2",NA,NA,0.00915,NA,3498.8,0,FALSE,"BE2W=61","BE2W",61,NA,NA,NA,NA,0,"E2","E2",156
"156DY",635.5,1,100,NA,NA,"E2",NA,NA,0.00833,NA,3523.3,0,FALSE,"BE2W=3.4E+2","BE2W",3.4,NA,NA,NA,NA,0,"E2","E2",156
"156DY",527.1,1,100,NA,NA,"E2",NA,NA,0.01322,NA,4025.8,0,FALSE,"BE2W=299","BE2W",299,NA,NA,NA,NA,0,"E2","E2",156
"156DY",654.89,26,100,NA,NA,"E2",NA,NA,0.00776,NA,4178.1,0,FALSE,"BE2W=3.9E+2","BE2W",3.9,NA,NA,NA,NA,0,"E2","E2",156
"156DY",609.8,1,100,NA,NA,"E2",NA,NA,0.0092,NA,4635.6,0,FALSE,"BE2W=272","BE2W",272,NA,NA,NA,NA,0,"E2","E2",156
"156DY",680.8,1,100,NA,NA,"E2",NA,NA,0.00708,NA,4859,0,FALSE,"BE2W=3.2E+2","BE2W",3.2,NA,NA,NA,NA,0,"E2","E2",156
"156DY",684.6,1,100,NA,NA,"E2",NA,NA,0.00699,NA,5320.2,0,FALSE,"BE2W=242","BE2W",242,NA,NA,NA,NA,0,"E2","E2",156
"156DY",714,1,100,NA,NA,"E2",NA,NA,0.00634,NA,5573,0,FALSE,"BE2W=2.9E+2","BE2W",2.9,NA,NA,NA,NA,0,"E2","E2",156
"156DY",749.9,1,100,NA,NA,"E2",NA,NA,0.00567,NA,6070.1,0,FALSE,"BE2W=2.7E+2","BE2W",2.7,NA,NA,NA,NA,0,"E2","E2",156
"156DY",755.7,1,100,NA,NA,"E2",NA,NA,0.00557,NA,6328.7,0,FALSE,"BE2W=3.0E+2","BE2W",3,NA,NA,NA,NA,0,"E2","E2",156
"156DY",807.8,1,100,NA,NA,"E2",NA,NA,0.0048,NA,6877.9,0,FALSE,"BE2W=2.7E+2","BE2W",2.7,NA,NA,NA,NA,0,"E2","E2",156
"156DY",860.9,1,100,NA,NA,"E2",NA,NA,0.00418,NA,7738.8,0,FALSE,"BE2W=2.6E+2","BE2W",2.6,NA,NA,NA,NA,0,"E2","E2",156
"156DY",912,1,100,NA,NA,"E2",NA,NA,0.00369,NA,8650.8,0,FALSE,"BE2W=2.4E+2","BE2W",2.4,NA,NA,NA,NA,0,"E2","E2",156
"156DY",960.5,1,100,NA,NA,"E2",NA,NA,0.00331,NA,9611.3,0,FALSE,"BE2W=2.3E+2","BE2W",2.3,NA,NA,NA,NA,0,"E2","E2",156
