"AX","Egam","DE","RI","DRI","TI","Mult","MR","DMR","CC","DCC","E_feed","Continuation","Delete","Braw","Btype","B","B2raw","B2type","B2","FLraw","FL","Mult_Clean","Mult_Cleaner","M"
"155SM",16.547,10,100,NA,NA,"E1",NA,NA,6.74,NA,16.5467,0,FALSE,"BE1W=2.48E-6","BE1W",2.48e-06,NA,NA,NA,NA,0,"E1","E1",155
"155SM",179.2,2,8,4,NA,"[E1]",NA,NA,0.0567,NA,538.03,0,FALSE,"BE1W=2.6E-9","BE1W",2.6e-09,NA,NA,NA,NA,0,"E1","E1",155
"155SM",287.5,2,15,4,NA,"[E1]",NA,NA,0.01639,NA,538.03,0,FALSE,"BE1W=1.18E-9","BE1W",1.18e-09,NA,NA,NA,NA,0,"E1","E1",155
"155SM",385.6,2,100,9,NA,"[E1]",NA,NA,0.00791,NA,538.03,0,FALSE,"BE1W=3.28E-9","BE1W",3.28e-09,NA,NA,NA,NA,0,"E1","E1",155
"155EU",25.64,6,0.6,1,NA,"E1",NA,NA,2.07,NA,104.334,0,FALSE,"BE1W=0.00063","BE1W",0.00063,NA,NA,NA,NA,0,"E1","E1",155
"155EU",104.3346,8,100,5,NA,"E1",NA,NA,0.253,NA,104.334,0,FALSE,"BE1W=0.00156","BE1W",0.00156,NA,NA,NA,NA,0,"E1","E1",155
"155EU",141.4428,6,57,3,NA,"E1",NA,NA,0.111,NA,245.777,0,FALSE,"BE1W=1.93E-5","BE1W",1.93e-05,NA,NA,NA,NA,0,"E1","E1",155
"155EU",167.1482,11,2.04,15,NA,"E2",NA,NA,0.395,NA,245.777,0,FALSE,"BE2W=0.73","BE2W",0.73,NA,NA,NA,NA,0,"E2","E2",155
"155EU",245.771,4,100,7,NA,"M1+E2",0.281,22,0.1471,NA,245.777,0,FALSE,"BM1W=0.00056","BM1W",0.00056,"BE2W=0.38","BE2W=",0.38,NA,0,"M1+E2","M1+E2",155
"155GD",60.0086,10,100,NA,NA,"M1+E2",-0.198,8,9.14,NA,60.0106,0,FALSE,"BM1W=0.0493","BM1W",0.0493,"BE2W=279","BE2W=",279,NA,0,"M1+E2","M1+E2",155
"155GD",26.531,21,1.03,6,NA,"E1",NA,NA,1.95,NA,86.5464,0,FALSE,"BE1W=1.36E-5","BE1W",1.36e-05,NA,NA,NA,NA,0,"E1","E1",155
"155GD",86.5479,10,100,NA,NA,"E1",NA,NA,0.431,NA,86.5464,0,FALSE,"BE1W=3.805E-5","BE1W",3.805e-05,NA,NA,NA,NA,0,"E1","E1",155
"155GD",18.763,2,0.23,3,NA,"M1+E2",0.274,4,362,0,105.3106,0,FALSE,"BM1W=0.00282","BM1W",0.00282,"BE2W=313","BE2W=",313,NA,0,"M1+E2","M1+E2",155
"155GD",45.299,10,6.21,17,NA,"E1",NA,NA,0.437,NA,105.3106,0,FALSE,"BE1W=6.20E-5","BE1W",6.2e-05,NA,NA,NA,NA,0,"E1","E1",155
"155GD",105.3083,10,100,20,NA,"E1",NA,NA,0.254,NA,105.3106,0,FALSE,"BE1W=7.94E-5","BE1W",7.94e-05,NA,NA,NA,NA,0,"E1","E1",155
"155GD",13.47,19,100,NA,NA,"E1",NA,NA,12.6,NA,121.1,0,FALSE,"BE1W=2.21E-10","BE1W",2.21e-10,NA,NA,NA,NA,0,"E1","E1",155
"155GD",86.0591,10,100,10,NA,"M1+E2",-0.184,23,3.14,NA,146.0696,0,FALSE,"BM1W=0.070","BM1W",0.07,"BE2W=166","BE2W=",166,NA,0,"M1+E2","M1+E2",155
"155GD",146.071,10,33.2,20,NA,"E2",NA,NA,0.649,NA,146.0696,0,FALSE,"BE2W=119","BE2W",119,NA,NA,NA,NA,0,"E2","E2",155
"155GD",105.636,1,93,11,NA,"M1+E2",-0.22,5,1.74,NA,251.7056,0,FALSE,"BM1W=0.074","BM1W",0.074,"BE2W=1.7E+2","BE2W=",1.7,NA,0,"M1+E2","M1+E2",155
"155GD",133.7,NA,7.6,4,NA,"[E1]",NA,NA,0.1334,NA,251.7056,0,FALSE,"BE1W=3.3E-5","BE1W",3.3e-05,NA,NA,NA,NA,0,"E1","E1",155
"155GD",191.691,7,100,14,NA,"E2",NA,NA,0.256,NA,251.7056,0,FALSE,"BE2W=196","BE2W",196,NA,NA,NA,NA,0,"E2","E2",155
"155GD",140.61,4,46,2,NA,"M1+E2",-0.283,19,0.762,NA,392.317,0,FALSE,"BM1W=0.072","BM1W",0.072,"BE2W=150","BE2W=",150,NA,0,"M1+E2","M1+E2",155
"155GD",246.253,9,100,NA,NA,"E2",NA,NA,0.1122,NA,392.317,0,FALSE,"BE2W=267","BE2W",267,NA,NA,NA,NA,0,"E2","E2",155
"155GD",284.8,NA,13,1,NA,"E1(+M2)",-0.007,13,0.0182,NA,392.317,0,FALSE,"BE1W=2.79E-5","BE1W",2.79e-05,"BM2W=0.08","BM2W=",0.08,NA,0,"E1+M2","E1+M2",155
"155GD",141.9,NA,22,1,NA,"M1+E2",-0.2,3,0.743,NA,534.3,0,FALSE,"BM1W=0.071","BM1W",0.071,"BE2W=74","BE2W=",74,NA,0,"M1+E2","M1+E2",155
"155GD",282.6,1,100,NA,NA,"E2",NA,NA,0.0725,NA,534.3,0,FALSE,"BE2W=278","BE2W",278,NA,NA,NA,NA,0,"E2","E2",155
"155GD",304.2,NA,6.6,4,NA,"[E1]",NA,NA,0.01538,NA,534.3,0,FALSE,"BE1W=2.41E-5","BE1W",2.41e-05,NA,NA,NA,NA,0,"E1","E1",155
"155GD",293.46,8,0.86,12,NA,"M1",NA,NA,0.1014,NA,614.8556,0,FALSE,"BM1W=2.6E-4","BM1W",0.00026,NA,NA,NA,NA,0,"M1","M1",155
"155GD",554.843,3,100,9,NA,"M1(+E2)",0.5,NA,0.0186,0,614.8556,0,FALSE,"BM1W=0.0037","BM1W",0.0037,"BE2W=1.57","BE2W=",1.57,NA,0,"M1+E2","M1+E2",155
"155GD",614.854,3,93,9,NA,"E2(+M1)",1.53,NA,0.0093,1,614.8556,0,FALSE,"BM1W=9.5E-4","BM1W",0.00095,"BE2W=3.0","BE2W=",3,NA,0,"E2+M1","M1+E2",155
"155GD",379.165,4,19.1,18,NA,"E1",NA,NA,0.00896,NA,647.7928,0,FALSE,"BE1W=1.8E-5","BE1W",1.8e-05,NA,NA,NA,NA,0,"E1","E1",155
"155GD",501.713,7,60,6,NA,"M1+E2",1,NA,0.022,NA,647.7928,0,FALSE,"BM1W=0.0012","BM1W",0.0012,"BE2W=2.4","BE2W=",2.4,NA,0,"M1+E2","M1+E2",155
"155GD",529.793,8,66,6,NA,"E1",NA,NA,0.00414,NA,647.7928,0,FALSE,"BE1W=2.3E-5","BE1W",2.3e-05,NA,NA,NA,NA,0,"E1","E1",155
"155GD",647.796,7,100,12,NA,"E2+M1",2,NA,0.0079,NA,647.7928,0,FALSE,"BM1W=3.6E-4","BM1W",0.00036,"BE2W=1.8","BE2W=",1.8,NA,0,"E2+M1","M1+E2",155
"155GD",195.4,NA,19,1,NA,"M1+E2",-0.26,13,0.301,NA,729.6,0,FALSE,"BM1W=0.067","BM1W",0.067,"BE2W=6E+1","BE2W=",6,NA,0,"M1+E2","M1+E2",155
"155GD",337.3,NA,100,NA,NA,"E2",NA,NA,0.0422,NA,729.6,0,FALSE,"BE2W=3.3E+2","BE2W",3.3,NA,NA,NA,NA,0,"E2","E2",155
"155GD",515.3,NA,6.7,6,NA,"[E1]",NA,NA,0.0044,NA,729.6,0,FALSE,"BE1W=1.46E-5","BE1W",1.46e-05,NA,NA,NA,NA,0,"E1","E1",155
"155GD",167.4,NA,9,1,NA,"M1+E2",-0.15,4,0.467,NA,896.9,0,FALSE,"BM1W=0.072","BM1W",0.072,"BE2W=30","BE2W=",30,NA,0,"M1+E2","M1+E2",155
"155GD",362.8,NA,100,NA,NA,"E2",NA,NA,0.034,NA,896.9,0,FALSE,"BE2W=316","BE2W",316,NA,NA,NA,NA,0,"E2","E2",155
"155GD",443.2,NA,0.9,2,NA,"[E1]",NA,NA,0.0062,NA,896.9,0,FALSE,"BE1W=4.2E-6","BE1W",4.2e-06,NA,NA,NA,NA,0,"E1","E1",155
"155GD",245.4,NA,18,12,NA,"M1+E2",-0.2,4,0.1619,4,1142.3,0,FALSE,"BM1W=0.09","BM1W",0.09,"BE2W=30","BE2W=",30,NA,0,"M1+E2","M1+E2",155
"155GD",412.8,NA,100,42,NA,"E2",NA,NA,0.0235,NA,1142.3,0,FALSE,"BE2W=323","BE2W",323,NA,NA,NA,NA,0,"E2","E2",155
"155GD",429.7,NA,100,NA,NA,"E2",NA,NA,0.021,NA,1326.5,0,FALSE,"BE2W=2.8E+2","BE2W",2.8,NA,NA,NA,NA,0,"E2","E2",155
"155GD",539.4,NA,8,2,NA,"[E1]",NA,NA,0.00398,NA,1326.5,0,FALSE,"BE1W=4.2E-5","BE1W",4.2e-05,NA,NA,NA,"FL=786.74",786.74,"E1","E1",155
"155TB",65.459,3,100,NA,NA,"M1+E2",0.144,5,7.58,NA,65.4622,0,FALSE,"BM1W=0.0359","BM1W",0.0359,"BE2W=90","BE2W=",90,NA,0,"M1+E2","M1+E2",155
"155TB",90.326,2,100,2,NA,"M1+E2",0.14,4,2.96,NA,155.785,0,FALSE,"BM1W=0.07","BM1W",0.07,"BE2W=9E+1","BE2W=",9,NA,0,"M1+E2","M1+E2",155
"155TB",155.765,9,19.4,8,NA,"E2",NA,NA,0.536,NA,155.785,0,FALSE,"BE2W=6E+1","BE2W",6,NA,NA,NA,NA,0,"E2","E2",155
"155TB",71.157,10,0.064,4,NA,"E1",NA,NA,0.743,NA,226.918,0,FALSE,"BE1W=1.14E-6","BE1W",1.14e-06,NA,NA,NA,NA,0,"E1","E1",155
"155TB",161.443,4,1.68,3,NA,"E1",NA,NA,0.083,NA,226.918,0,FALSE,"BE1W=2.54E-6","BE1W",2.54e-06,NA,NA,NA,NA,0,"E1","E1",155
"155TB",226.918,4,100,2,NA,"E1",NA,NA,0.0338,NA,226.918,0,FALSE,"BE1W=5.49E-5","BE1W",5.49e-05,NA,NA,NA,NA,0,"E1","E1",155
"155TB",23.132,29,0.77,20,NA,"M1+E2",0.118,5,49.3,2,250.03,0,FALSE,"BM1W=0.0166","BM1W",0.0166,"BE2W=2.3E+2","BE2W=",2.3,NA,0,"M1+E2","M1+E2",155
"155TB",184.564,4,100,18,NA,"E1",NA,NA,0.0581,NA,250.03,0,FALSE,"BE1W=4.7E-5","BE1W",4.7e-05,NA,NA,NA,NA,0,"E1","E1",155
"155DY",39.39,2,100,NA,NA,"M1+E2",0.222,4,11.9,NA,39.384,0,FALSE,"BM1W=0.00797","BM1W",0.00797,"BE2W=132","BE2W=",132,NA,0,"M1+E2","M1+E2",155
"155DY",47.37,2,100,11,NA,"M1+E2",0.115,10,4.03,4,86.767,0,FALSE,"BM1W=0.027","BM1W",0.027,"BE2W=82","BE2W=",82,NA,0,"M1+E2","M1+E2",155
"155DY",86.75,2,34,2,NA,"E2",NA,NA,4.63,NA,86.767,0,FALSE,"BE2W=104","BE2W",104,NA,NA,NA,NA,0,"E2","E2",155
"155DY",45.38,5,100,NA,NA,"E1",NA,NA,0.467,NA,132.195,0,FALSE,"BE1W=3.35E-5","BE1W",3.35e-05,NA,NA,NA,NA,0,"E1","E1",155
"155DY",49.52,5,1.5,3,NA,"M1+E2",0.11,3,3.4,NA,136.32,0,FALSE,"BM1W=0.005","BM1W",0.005,"BE2W=12","BE2W=",12,NA,0,"M1+E2","M1+E2",155
"155DY",96.91,2,21,1,NA,"M1+E2",0.22,4,2.64,NA,136.32,0,FALSE,"BM1W=0.009","BM1W",0.009,"BE2W=23","BE2W=",23,NA,0,"M1+E2","M1+E2",155
"155DY",136.3,2,100,5,NA,"M1+E2",0.195,24,0.987,NA,136.32,0,FALSE,"BM1W=0.015","BM1W",0.015,"BE2W=16","BE2W=",16,NA,0,"M1+E2","M1+E2",155
"155DY",66.12,3,4.8,2,NA,"M1+E2",0.42,5,8.74,2,202.413,0,FALSE,"BM1W=0.007","BM1W",0.007,"BE2W=1.5E+2","BE2W=",1.5,NA,0,"M1+E2","M1+E2",155
"155DY",163.02,2,29,2,NA,"M1(+E2)",1.7,NA,0.55,NA,202.413,0,FALSE,"BM1W=8E-4","BM1W",8e-04,"BE2W=48","BE2W=",48,NA,0,"M1+E2","M1+E2",155
"155DY",202.41,2,100,3,NA,"M1",NA,NA,0.328,NA,202.413,0,FALSE,"BM1W=0.006","BM1W",0.006,NA,NA,NA,NA,0,"M1","M1",155
"155DY",185.89,2,39,3,NA,"E2",NA,NA,0.302,NA,225.285,0,FALSE,"BE2W=114","BE2W",114,NA,NA,NA,NA,0,"E2","E2",155
"155DY",9.1,1,0.52,6,NA,"M1+E2",0.0189,21,530,NA,234.33,0,FALSE,"BM1W=2.4E-6","BM1W",2.4e-06,"BE2W=0.0042","BE2W=",0.0042,NA,0,"M1+E2","M1+E2",155
"155DY",79.72,5,47,4,NA,"E1+M2",0.23,3,3.3,NA,234.33,0,FALSE,"BE1W=3.1E-9","BE1W",3.1e-09,"BM2W=0.120","BM2W=",0.12,NA,0,"E1+M2","E1+M2",155
"155DY",102.16,3,100,12,NA,"E1+M2",0.45,6,3.8,NA,234.33,0,FALSE,"BE1W=2.8E-9","BE1W",2.8e-09,"BM2W=0.25","BM2W=",0.25,NA,0,"E1+M2","E1+M2",155
"155DY",147.63,6,82,12,NA,"[E2]",NA,NA,0.666,NA,234.33,0,FALSE,"BE2W=0.0020","BE2W",0.002,NA,NA,NA,NA,0,"E2","E2",155
"155DY",37.8,4,10.7,20,NA,"(E1)",NA,NA,0.778,NA,240.196,0,FALSE,"BE1W=8E-4","BE1W",8e-04,NA,NA,NA,NA,0,"E1","E1",155
"155DY",103.89,2,17.4,9,NA,"E1",NA,NA,0.279,NA,240.196,0,FALSE,"BE1W=7E-5","BE1W",7e-05,NA,NA,NA,NA,0,"E1","E1",155
"155DY",200.86,7,12.2,5,NA,"E1",NA,NA,0.0481,NA,240.196,0,FALSE,"BE1W=6E-6","BE1W",6e-06,NA,NA,NA,NA,0,"E1","E1",155
"155DY",240.19,2,100,5,NA,"E1",NA,NA,0.0302,NA,240.196,0,FALSE,"BE1W=3.1E-5","BE1W",3.1e-05,NA,NA,NA,NA,0,"E1","E1",155
"155DY",111.47,3,7.1,5,NA,"E1",NA,NA,0.231,NA,247.791,0,FALSE,"BE1W=7E-6","BE1W",7e-06,NA,NA,NA,NA,0,"E1","E1",155
"155DY",115.5,1,51,2,NA,"E2",NA,NA,1.597,NA,247.791,0,FALSE,"BE2W=1.6E+2","BE2W",1.6,NA,NA,NA,NA,0,"E2","E2",155
"155DY",161.08,8,16,3,NA,"[E1]",NA,NA,0.0862,NA,247.791,0,FALSE,"BE1W=5E-6","BE1W",5e-06,NA,NA,NA,NA,0,"E1","E1",155
"155DY",208.41,2,100,5,NA,"E1",NA,NA,0.0437,NA,247.791,0,FALSE,"BE1W=1.4E-5","BE1W",1.4e-05,NA,NA,NA,NA,0,"E1","E1",155
"155DY",247.77,2,96,5,NA,"E1",NA,NA,0.0279,NA,247.791,0,FALSE,"BE1W=8E-6","BE1W",8e-06,NA,NA,NA,NA,0,"E1","E1",155
"155DY",227.3,1,100,NA,NA,"E2",NA,NA,0.155,NA,381.75,0,FALSE,"BE2W=210","BE2W",210,NA,NA,NA,NA,0,"E2","E2",155
"155DY",202.2,1,100,NA,NA,"[M1]",NA,NA,0.329,NA,436.57,0,FALSE,"BM1W=0.216","BM1W",0.216,NA,NA,NA,NA,0,"M1","M1",155
"155DY",221.2,1,100,10,NA,"[M1]",NA,NA,0.257,NA,657.78,0,FALSE,"BM1W=0.244","BM1W",0.244,NA,NA,NA,NA,0,"M1","M1",155
"155DY",423.5,5,45,5,NA,"[E2]",NA,NA,0.0236,NA,657.78,0,FALSE,"BE2W=46","BE2W",46,NA,NA,NA,NA,0,"E2","E2",155
"155DY",363,1,100,NA,NA,"E2",NA,NA,0.0366,NA,744.73,0,FALSE,"BE2W=222","BE2W",222,NA,NA,NA,NA,0,"E2","E2",155
"155DY",510.6,5,96,14,NA,"[M1+E2]",1,NA,0.0213,NA,892.19,0,FALSE,"BM1W=0.0045","BM1W",0.0045,"BE2W=9.1","BE2W=",9.1,NA,0,"M1+E2","M1+E2",155
"155DY",737.8,5,100,18,NA,"[E2]",NA,NA,0.00588,NA,892.19,0,FALSE,"BE2W=3.0","BE2W",3,NA,NA,NA,NA,0,"E2","E2",155
"155DY",238.7,1,100,8,NA,"[M1]",NA,NA,0.209,NA,896.49,0,FALSE,"BM1W=0.30","BM1W",0.3,NA,NA,NA,"FL=657.78",657.78,"M1","M1",155
"155DY",459.9,1,77,5,NA,"[E2]",NA,NA,0.0189,NA,896.49,0,FALSE,"BE2W=80","BE2W",80,NA,NA,NA,NA,0,"E2","E2",155
"155DY",454.1,1,100,NA,NA,"[E2]",NA,NA,0.0196,NA,1031.86,0,FALSE,"BE2W=215","BE2W",215,NA,NA,NA,NA,0,"E2","E2",155
"155DY",254.4,1,100,6,NA,"[M1]",NA,NA,0.1759,NA,1150.89,0,FALSE,"BM1W=0.53","BM1W",0.53,NA,NA,NA,"FL=896.49",896.49,"M1","M1",155
"155DY",493.1,1,93,6,NA,"[E2]",NA,NA,0.01571,NA,1150.89,0,FALSE,"BE2W=146","BE2W",146,NA,NA,NA,"FL=657.78",657.78,"E2","E2",155
"155DY",464.3,1,100,NA,NA,"E2",NA,NA,0.0184,NA,1209.05,0,FALSE,"BE2W=221","BE2W",221,NA,NA,NA,NA,0,"E2","E2",155
"155DY",332.9,1,100,19,NA,"[E2]",NA,NA,0.0471,NA,1225.08,0,FALSE,"BE2W=226","BE2W",226,NA,NA,NA,NA,0,"E2","E2",155
"155DY",480.5,5,45,6,NA,"[M1+E2]",1,NA,0.0249,NA,1225.08,0,FALSE,"BM1W=0.0036","BM1W",0.0036,"BE2W=8.2","BE2W=",8.2,NA,0,"M1+E2","M1+E2",155
"155DY",843.4,5,74,11,NA,"[E2]",NA,NA,0.00437,NA,1225.08,0,FALSE,"BE2W=1.61","BE2W",1.61,NA,NA,NA,"FL=381.75",381.75,"E2","E2",155
"155DY",501.8,1,100,NA,NA,"[E2]",NA,NA,0.01501,NA,1533.65,0,FALSE,"BE2W=223","BE2W",223,NA,NA,NA,"FL=1031.86",1031.86,"E2","E2",155
"155DY",424.9,1,100,17,NA,"[E2]",NA,NA,0.0234,NA,1649.96,0,FALSE,"BE2W=200","BE2W",200,NA,NA,NA,NA,0,"E2","E2",155
"155DY",440.4,5,23,3,NA,"[M1+E2]",1,NA,0.0312,NA,1649.96,0,FALSE,"BM1W=0.0072","BM1W",0.0072,"BE2W=19","BE2W=",19,"FL=1209.05",1209.05,"M1+E2","M1+E2",155
"155DY",905.3,5,16,3,NA,"[E2]",NA,NA,0.00375,NA,1649.96,0,FALSE,"BE2W=0.73","BE2W",0.73,NA,NA,NA,NA,0,"E2","E2",155
"155DY",543.7,1,100,NA,NA,"E2",NA,NA,0.01222,NA,1752.74,0,FALSE,"BE2W=2.2E+2","BE2W",2.2,NA,NA,NA,"FL=1209.05",1209.05,"E2","E2",155
"155DY",519.5,5,100,NA,NA,"[E2]",NA,NA,0.01373,NA,2169.4,0,FALSE,"BE2W=204","BE2W",204,NA,NA,NA,NA,0,"E2","E2",155
"155DY",514.6,1,100,5,NA,"[E2]",NA,NA,0.01406,NA,2990.23,0,FALSE,"BE2W=2.5E+2","BE2W",2.5,NA,NA,NA,NA,0,"E2","E2",155
"155DY",632.5,5,16,3,NA,"[E1]",NA,NA,0.00309,NA,2990.23,0,FALSE,"BE1W=1.16E-4","BE1W",0.000116,NA,NA,NA,NA,0,"E1","E1",155
"155DY",654.3,1,100,NA,NA,"E2",NA,NA,0.00777,NA,3012.04,0,FALSE,"BE2W=239","BE2W",239,NA,NA,NA,NA,0,"E2","E2",155
"155DY",544,1,20,NA,NA,"[E1]",NA,NA,0.00426,NA,3556.33,0,FALSE,"BE1W=2.0E-4","BE1W",2e-04,NA,NA,NA,NA,0,"E1","E1",155
"155DY",566.1,1,100,NA,NA,"[E2]",NA,NA,0.01105,NA,3556.33,0,FALSE,"BE2W=2.8E+2","BE2W",2.8,NA,NA,NA,NA,0,"E2","E2",155
"155DY",698.8,1,100,NA,NA,"[E2]",NA,NA,0.00666,NA,3710.84,0,FALSE,"BE2W=257","BE2W",257,NA,NA,NA,NA,0,"E2","E2",155
"155DY",623.9,1,100,NA,NA,"[E2]",NA,NA,0.00871,NA,4180.2,0,FALSE,"BE2W=268","BE2W",268,NA,NA,NA,NA,0,"E2","E2",155
"155DY",742.8,1,100,NA,NA,"E2",NA,NA,0.00579,NA,4453.6,0,FALSE,"BE2W=3.0E+2","BE2W",3,NA,NA,NA,NA,0,"E2","E2",155
"155DY",685.6,1,100,NA,NA,"E2",NA,NA,0.00696,NA,4865.8,0,FALSE,"BE2W=3.4E+2","BE2W",3.4,NA,NA,NA,NA,0,"E2","E2",155
"155DY",784.5,1,100,NA,NA,"E2",NA,NA,0.00512,NA,5238.1,0,FALSE,"BE2W=2.4E+2","BE2W",2.4,NA,NA,NA,NA,0,"E2","E2",155
"155DY",744.4,1,100,NA,NA,"E2",NA,NA,0.00577,NA,5610.2,0,FALSE,"BE2W=3.2E+2","BE2W",3.2,NA,NA,NA,NA,0,"E2","E2",155
"155DY",829.3,1,100,NA,NA,"[E2]",NA,NA,0.00453,NA,6067.4,0,FALSE,"BE2W=2.2E+2","BE2W",2.2,NA,NA,NA,NA,0,"E2","E2",155
"155DY",795,1,100,NA,NA,"E2",NA,NA,0.00498,NA,6405.2,0,FALSE,"BE2W=280","BE2W",280,NA,NA,NA,NA,0,"E2","E2",155
"155DY",875.4,1,100,NA,NA,"E2",NA,NA,0.00403,NA,6942.9,0,FALSE,"BE2W=1.5E+2","BE2W",1.5,NA,NA,NA,NA,0,"E2","E2",155
"155DY",836.2,1,100,NA,NA,"E2",NA,NA,0.00445,NA,7241.4,0,FALSE,"BE2W=240","BE2W",240,NA,NA,NA,NA,0,"E2","E2",155
"155DY",927,1,100,NA,NA,"[E2]",NA,NA,0.00357,NA,7869.9,0,FALSE,"BE2W=1.4E+2","BE2W",1.4,NA,NA,NA,NA,0,"E2","E2",155
"155DY",868.3,1,100,NA,NA,"E2",NA,NA,0.0041,NA,8109.7,0,FALSE,"BE2W=2.1E+2","BE2W",2.1,NA,NA,NA,NA,0,"E2","E2",155
"155DY",979.2,5,100,NA,NA,"E2",NA,NA,0.00318,NA,8849.1,0,FALSE,"BE2W=2.1E+2","BE2W",2.1,NA,NA,NA,NA,0,"E2","E2",155
"155DY",898.3,1,100,NA,NA,"[E2]",NA,NA,0.00381,NA,9008,0,FALSE,"BE2W=1.6E+2","BE2W",1.6,NA,NA,NA,NA,0,"E2","E2",155
"155DY",1033,1,100,NA,NA,"[E2]",NA,NA,0.00285,NA,9882.1,0,FALSE,"BE2W=24","BE2W",24,NA,NA,NA,NA,0,"E2","E2",155
"155DY",957.3,1,100,NA,NA,"[E2]",NA,NA,0.00333,NA,9965.3,0,FALSE,"BE2W=1.9E+2","BE2W",1.9,NA,NA,NA,NA,0,"E2","E2",155
"155DY",1007,1,100,NA,NA,"[E2]",NA,NA,0.003,NA,10972.3,0,FALSE,"BE2W=28","BE2W",28,NA,NA,NA,NA,0,"E2","E2",155
"155DY",999.6,5,100,NA,NA,"[E2]",NA,NA,0.00305,NA,11972,0,FALSE,"BE2W=1.6E+2","BE2W",1.6,NA,NA,NA,NA,0,"E2","E2",155
"155DY",1011,1,100,NA,NA,"[E2]",NA,NA,0.00297,NA,12983,0,FALSE,"BE2W=25","BE2W",25,NA,NA,NA,NA,0,"E2","E2",155
"155HO",110.12,7,100,NA,NA,"M1",NA,NA,1.98,NA,110.14,0,FALSE,"BM1W=0.016","BM1W",0.016,NA,NA,NA,NA,0,"M1","M1",155
"155HO",31.7,1,100,NA,NA,"M2",NA,NA,998,1,141.87,0,FALSE,"BM2W=0.0382","BM2W",0.0382,NA,NA,NA,NA,0,"M2","M2",155
"155ER",31.5,1,100,NA,NA,"E1",NA,NA,1.381,3,563.3,0,FALSE,"BE1W=9.05E-5","BE1W",9.05e-05,NA,NA,NA,NA,0,"E1","E1",155
"155ER",84.2,NA,90,NA,NA,"E2+M1",-4.3,4,5.65,NA,5012.4,0,FALSE,"BM1W=0.00026","BM1W",0.00026,"BE2W=358","BE2W=",358,NA,0,"E2+M1","M1+E2",155
"155ER",224.5,NA,100,NA,NA,"E2",NA,NA,0.172,NA,5012.4,0,FALSE,"BE2W=3.12","BE2W",3.12,NA,NA,NA,NA,0,"E2","E2",155
"156ND",970.6,2,100,10,NA,"[E1]",NA,NA,NA,NA,1431.3,0,FALSE,"BE1W=4.2E-10","BE1W",4.2e-10,NA,NA,NA,NA,0,"E1","E1",156
"156ND",1209,2,70,15,NA,"[E1]",NA,NA,NA,NA,1431.3,0,FALSE,"BE1W=1.5E-10","BE1W",1.5e-10,NA,NA,NA,NA,0,"E1","E1",156
"156ND",459.4,2,100,NA,NA,"[E2]",NA,NA,0.0149,NA,1628.4,0,FALSE,"BE2W=227.6","BE2W",227.6,NA,NA,NA,NA,0,"E2","E2",156
"156ND",523.2,2,100,NA,NA,"[E2]",NA,NA,0.0105,NA,2151.6,0,FALSE,"BE2W=238.6","BE2W",238.6,NA,NA,NA,NA,0,"E2","E2",156
"156ND",585.4,NA,100,NA,NA,"[E2]",NA,NA,0.0079,NA,2737,0,FALSE,"BE2W=215.4","BE2W",215.4,NA,NA,NA,NA,0,"E2","E2",156
"156SM",880.39,10,50.7,25,NA,"[E1]",NA,NA,0.00132,NA,1397.55,0,FALSE,"BE1W=6.0E-10","BE1W",6e-10,NA,NA,NA,NA,0,"E1","E1",156
"156SM",1147.84,10,100,5,NA,"[E1]",NA,NA,0.00081,NA,1397.55,0,FALSE,"BE1W=5.4E-10","BE1W",5.4e-10,NA,NA,NA,NA,0,"E1","E1",156
"156SM",117.42,5,100,5,NA,"M1",NA,NA,1.068,NA,1515.04,0,FALSE,"BM1W=0.00142","BM1W",0.00142,NA,NA,NA,NA,0,"M1","M1",156
"156EU",64.9725,4,7.8,9,NA,"E1",NA,NA,0.9,NA,87.4897,0,FALSE,"BE1W=4.28E-6","BE1W",4.28e-06,NA,NA,NA,NA,0,"E1","E1",156
"156EU",87.4897,3,100,3,NA,"E1",NA,NA,0.407,NA,87.4897,0,FALSE,"BE1W=1.83E-5","BE1W",1.83e-05,NA,NA,NA,NA,0,"E1","E1",156
"156GD",88.97,1,100,NA,NA,"E2",NA,NA,3.88,NA,88.97,0,FALSE,"BE2W=189","BE2W",189,NA,NA,NA,NA,0,"E2","E2",156
"156GD",199.219,1,100,NA,NA,"E2",NA,NA,0.225,NA,288.187,0,FALSE,"BE2W=264","BE2W",264,NA,NA,NA,NA,0,"E2","E2",156
"156GD",296.532,3,100,NA,NA,"E2",NA,NA,0.0625,NA,584.715,0,FALSE,"BE2W=295","BE2W",295,NA,NA,NA,NA,0,"E2","E2",156
"156GD",380.417,5,100,NA,NA,"E2",NA,NA,0.0297,NA,965.134,0,FALSE,"BE2W=320","BE2W",320,NA,NA,NA,NA,0,"E2","E2",156
"156GD",960.50771,25,100,NA,NA,"E2",NA,NA,0.003,NA,1049.487,0,FALSE,"BE2W=8","BE2W",8,NA,NA,NA,NA,0,"E2","E2",156
"156GD",79.878,9,0.004,17,NA,"[E2]",NA,NA,5.83,NA,1129.437,0,FALSE,"BE2W=52","BE2W",52,NA,NA,NA,NA,0,"E2","E2",156
"156GD",841.241,7,40.8,15,NA,"E2",NA,NA,0.00399,NA,1129.437,0,FALSE,"BE2W=4.1","BE2W",4.1,NA,NA,NA,NA,0,"E2","E2",156
