"Z","Species","CS","Occ","Element","Iso_elec","Ground_Shells","Ground_Config","Ground_Level","Ionized_Level","IE","IE_uncertainty","References"
102,"No XIII",12,90,"Nobelium","Th","Rn5f4","5f4","5I4","5f76p2",0.246,0.012,"L582"
102,"No XIV",13,89,"Nobelium","Ac","Hg5f76p2","5f76p2","°","5f76p",0.267,0.014,"L582"
102,"No XV",14,88,"Nobelium","Ra","Hg5f76p","5f76p",NA,"5f7°",0.285,0.012,"L582"
102,"No XVI",15,87,"Nobelium","Fr","Hg5f7","5f7","°","5f6",0.312,0.016,"L582"
102,"No XVII",16,86,"Nobelium","Rn","Hg5f6","5f6",NA,"5f5°",0.341,0.017,"L582"
102,"No XVIII",17,85,"Nobelium","At","Hg5f5","5f5","°","5f4",0.367,0.019,"L582"
102,"No XIX",18,84,"Nobelium","Po","Hg5f4","5f4",NA,"5f3°",0.394,0.02,"L582"
102,"No XX",19,83,"Nobelium","Bi","Hg5f3","5f3","°","5f2",0.422,0.021,"L582"
102,"No XXI",20,82,"Nobelium","Pb","Hg5f2","5f2",NA,"5f 2F°5/2",0.448,0.022,"L582"
102,"No XXII",21,81,"Nobelium","Tl","Hg5f","5f","2F°5/2","6s2 1S0",0.475,0.024,"L582"
102,"No XXIII",22,80,"Nobelium","Hg","Xe4f145d106s2","6s2","1S0","6s 2S1/2",0.496,0.004,"L8672c99"
102,"No XXIV",23,79,"Nobelium","Au","Xe4f145d106s","6s","2S1/2","5d10 1S0",0.52,0.004,"L8672c99"
102,"No XXV",24,78,"Nobelium","Pt","Xe4f145d10","5d10","1S0","5d9 2D5/2",0.701,0.004,"L8672c99"
102,"No XXVI",25,77,"Nobelium","Ir","Xe4f145d9","5d9","2D5/2","5d8 3F4",0.734,0.004,"L8672c99"
102,"No XXVII",26,76,"Nobelium","Os","Xe4f145d8","5d8","3F4","5d7 4F9/2",0.768,0.004,"L8672c99"
102,"No XXVIII",27,75,"Nobelium","Re","Xe4f145d7","5d7","4F9/2","5d6 5D4",0.805,0.004,"L8672c99"
102,"No XXIX",28,74,"Nobelium","W","Xe4f145d6","5d6","5D4","5d5 6S5/2",0.84,0.004,"L8672c99"
102,"No XXX",29,73,"Nobelium","Ta","Xe4f145d5","5d5","6S5/2","5d4 5D0",0.875,0.004,"L8672c99"
102,"No XXXI",30,72,"Nobelium","Hf","Xe4f145d4","5d4","5D0","5d3 4F3/2",0.934,0.004,"L8672c99"
102,"No XXXII",31,71,"Nobelium","Lu","Xe4f145d3","5d3","4F3/2","5d2 3F2",0.969,0.004,"L8672c99"
102,"No XXXIII",32,70,"Nobelium","Yb","Xe4f145d2","5d2","3F2","5d 2D3/2",1.01,0.004,"L8672c99"
102,"No XXXIV",33,69,"Nobelium","Tm","Xe4f145d","5d","2D3/2","4f14 1S0",1.045,0.005,"L8672c99"
102,"No XXXV",34,68,"Nobelium","Er","Xe4f14","4f14","1S0","4f145p5 2P°3/2",1.22,0.06,"L582"
102,"No XXXVI",35,67,"Nobelium","Ho","Cd4f145p5","4f145p5","2P°3/2","4f145p4 3P2",1.26,0.06,"L582"
102,"No XXXVII",36,66,"Nobelium","Dy","Cd4f145p4","4f145p4","3P2","4f145p3 2P°3/2",1.3,0.07,"L582"
102,"No XXXVIII",37,65,"Nobelium","Tb","Cd4f145p3","4f145p3","2P°3/2","4f145p2 3P0",1.35,0.07,"L582"
102,"No XXXIX",38,64,"Nobelium","Gd","Cd4f145p2","4f145p2","3P0","4f145p 2P°1/2",1.5,0.07,"L582"
102,"No XL",39,63,"Nobelium","Eu","Cd4f145p","4f145p","2P°1/2","4f14 1S0",1.55,0.08,"L582"
102,"No XLI",40,62,"Nobelium","Sm","Cd4f14","4f14","1S0","4f145s 2S1/2",1.68,0.08,"L582"
102,"No XLII",41,61,"Nobelium","Pm","Kr4d104f145s","4f145s","2S1/2","4f14 1S0",1.73,0.09,"L582"
102,"No XLIII",42,60,"Nobelium","Nd","Kr4d104f14","4f14","1S0","4f13 2F°7/2",1.92,0.1,"L582"
102,"No XLIV",43,59,"Nobelium","Pr","Kr4d104f13","4f13","2F°7/2","4f12",2.01,0.1,"L582"
102,"No XLV",44,58,"Nobelium","Ce","Kr4d104f12","4f12",NA,"4f11 4I°15/2",2.11,0.11,"L582"
102,"No XLVI",45,57,"Nobelium","La","Kr4d104f11","4f11","4I°15/2","4f10 5I8",2.2,0.11,"L582"
102,"No XLVII",46,56,"Nobelium","Ba","Kr4d104f10","4f10","5I8","4f9 6H°15/2",2.29,0.11,"L582"
102,"No XLVIII",47,55,"Nobelium","Cs","Kr4d104f9","4f9","6H°15/2","4f8 7F6",2.38,0.12,"L582"
102,"No XLIX",48,54,"Nobelium","Xe","Kr4d104f8","4f8","7F6","4f7 8S°7/2",2.47,0.12,"L582"
102,"No L",49,53,"Nobelium","I","Kr4d104f7","4f7","8S°7/2","4f6 7F0",2.57,0.12,"L582"
102,"No LI",50,52,"Nobelium","Te","Kr4d104f6","4f6","7F0","4f5 6H°5/2",2.68,0.14,"L582"
102,"No LII",51,51,"Nobelium","Sb","Kr4d104f5","4f5","6H°5/2","4f4 5I4",2.76,0.14,"L582"
102,"No LIII",52,50,"Nobelium","Sn","Kr4d104f4","4f4","5I4","4f3 4I°9/2",2.86,0.15,"L582"
102,"No LIV",53,49,"Nobelium","In","Kr4d104f3","4f3","4I°9/2","4f2 3H4",2.95,0.15,"L582"
102,"No LV",54,48,"Nobelium","Cd","Kr4d104f2","4f2","3H4","4f 2F°5/2",3.05,0.15,"L582"
102,"No LVI",55,47,"Nobelium","Ag","Kr4d104f","4f","2F°5/2","4d10 1S0",3.14,0.16,"L582"
102,"No LVII",56,46,"Nobelium","Pd","Kr4d10","4d10","1S0","4d9 2D5/2",3.627,0.005,"L8672c99"
102,"No LVIII",57,45,"Nobelium","Rh","Kr4d9","4d9","2D5/2","4d8 3F4",3.705,0.006,"L8672c99"
102,"No LIX",58,44,"Nobelium","Ru","Kr4d8","4d8","3F4","4d7 4F9/2",3.79,0.006,"L8672c99"
102,"No LX",59,43,"Nobelium","Tc","Kr4d7","4d7","4F9/2","4d6 5D4",3.878,0.007,"L8672c99"
102,"No LXI",60,42,"Nobelium","Mo","Kr4d6","4d6","5D4","4d5 5/2",3.962,0.01,"L8672c99"
102,"No LXII",61,41,"Nobelium","Nb","Kr4d5","4d5","5/2","4d4 5D0",4.045,0.012,"L8672c99"
102,"No LXIII",62,40,"Nobelium","Zr","Kr4d4","4d4","5D0","4d3 4F3/2",4.234,0.015,"L8672c99"
102,"No LXIV",63,39,"Nobelium","Y","Kr4d3","4d3","4F3/2","4d2 3F2",4.32,0.019,"L8672c99"
102,"No LXV",64,38,"Nobelium","Sr","Kr4d2","4d2","3F2","4d 2D3/2",4.413,0.024,"L8672c99"
102,"No LXVI",65,37,"Nobelium","Rb","Kr4d","4d","2D3/2","4p6 1S0",4.5,0.03,"L8672c99"
102,"No LXVII",66,36,"Nobelium","Kr","Ar3d104s24p6","4p6","1S0","4p5 2P°3/2",4.85,0.04,"L8672c99"
102,"No LXVIII",67,35,"Nobelium","Br","Ar3d104s24p5","4p5","2P°3/2","4p4 3P2",4.93,0.04,"L8672c99"
102,"No LXIX",68,34,"Nobelium","Se","Ar3d104s24p4","4p4","3P2","4p3°3/2",5.03,0.05,"L8672c99"
102,"No LXX",69,33,"Nobelium","As","Ar3d104s24p3","4p3","°3/2","4p2 3P0",5.11,0.05,"L8672c99"
102,"No LXXI",70,32,"Nobelium","Ge","Ar3d104s24p2","4p2","3P0","4p 2P°1/2",5.75,0.06,"L8672c99"
102,"No LXXII",71,31,"Nobelium","Ga","Ar3d104s24p","4p","2P°1/2","4s2 1S0",5.85,0.06,"L8672c99"
102,"No LXXIII",72,30,"Nobelium","Zn","Ar3d104s2","4s2","1S0","4s 2S1/2",6.11,0.07,"L8672c99"
102,"No LXXIV",73,29,"Nobelium","Cu","Ar3d104s","4s","2S1/2","3d10 1S0",6.21,0.09,"L8672c99"
102,"No LXXV",74,28,"Nobelium","Ni","Ar3d10","3d10","1S0","3d9 2D5/2",9.68,0.09,"L8672c99"
102,"No LXXVI",75,27,"Nobelium","Co","Ar3d9","3d9","2D5/2","3d8 3F4",9.86,0.1,"L8672c99"
102,"No LXXVII",76,26,"Nobelium","Fe","Ar3d8","3d8","3F4","3d7 4F9/2",10.06,0.11,"L8672c99"
102,"No LXXVIII",77,25,"Nobelium","Mn","Ar3d7","3d7","4F9/2","3d6 4",10.27,0.12,"L8672c99"
102,"No LXXIX",78,24,"Nobelium","Cr","Ar3d6","3d6","4","3d5 5/2",10.47,0.12,"L8672c99"
102,"No LXXX",79,23,"Nobelium","V","Ar3d5","3d5","5/2","3d4 5D0",10.66,0.14,"L8672c99"
102,"No LXXXI",80,22,"Nobelium","Ti","Ar3d4","3d4","5D0","3d3 4F3/2",11.2,0.15,"L8672c99"
102,"No LXXXII",81,21,"Nobelium","Sc","Ar3d3","3d3","4F3/2","3d2 3F2",11.41,0.16,"L8672c99"
102,"No LXXXIII",82,20,"Nobelium","Ca","Ar3d2","3d2","3F2","3d 2D3/2",11.63,0.17,"L8672c99"
102,"No LXXXIV",83,19,"Nobelium","K","Ar3d","3d","2D3/2","3p6 1S0",11.84,0.19,"L8672c99"
102,"No LXXXV",84,18,"Nobelium","Ar","Ne3s23p6","3p6","1S0","3p5 2P°3/2",12.42,0.2,"L8672c99"
102,"No LXXXVI",85,17,"Nobelium","Cl","Ne3s23p5","3p5","2P°3/2","3p4 3P2",12.6,0.22,"L8672c99"
102,"No LXXXVII",86,16,"Nobelium","S","Ne3s23p4","3p4","3P2","3p3 2P°3/2",12.8,0.24,"L8672c99"
102,"No LXXXVIII",87,15,"Nobelium","P","Ne3s23p3","3p3","2P°3/2","3p2 3P0",12.98,0.25,"L8672c99"
102,"No LXXXIX",88,14,"Nobelium","Si","Ne3s23p2","3p2","3P0","3p 2P°1/2",15,0.3,"L8672c99"
102,"No XC",89,13,"Nobelium","Al","Ne3s23p","3p","2P°1/2","3s2 1S0",15.2,0.3,"L8672c99"
102,"No XCI",90,12,"Nobelium","Mg","Ne3s2","3s2","1S0","3s 2S1/2",15.6,0.3,"L8672c99"
102,"No XCII",91,11,"Nobelium","Na","Ne3s","3s","2S1/2","2p6 1S0",15.8,0.3,"L8672c99"
102,"No XCIII",92,10,"Nobelium","Ne","1s22s22p6","2p6","1S0","2p5 2P°3/2",31.7,0.4,"L8672c99"
102,"No XCIV",93,9,"Nobelium","F","1s22s22p5","2p5","2P°3/2","2p4 3P2",32.2,0.4,"L8672c99"
102,"No XCV",94,8,"Nobelium","O","1s22s22p4","2p4","3P2","2p21/22p3/2 0,3/2°3/2",32.7,0.4,"L8672c99"
102,"No XCVI",95,7,"Nobelium","N","1s22s22p3","2p21/22p3/2","0,3/2°3/2","2p2 3P0",33.2,0.4,"L8672c99"
102,"No XCVII",96,6,"Nobelium","C","1s22s22p2","2p2","3P0","2p 2P°1/2",40.5,0.4,"L8672c99"
102,"No XCVIII",97,5,"Nobelium","B","1s22s22p","2p","2P°1/2","2s2 1S0",41.2,0.4,"L8672c99"
102,"No XCIX",98,4,"Nobelium","Be","1s22s2","2s2","1S0","2s 2S1/2",42.1,0.5,"L8672c99"
102,"No C",99,3,"Nobelium","Li","1s22s","2s","2S1/2","1s2 1S0",42.632,0.006,"L582c106"
102,"No CI",100,2,"Nobelium","He","1s2","1s2","1S0","1s 2S1/2",NA,NA,NA
102,"No CII",101,1,"Nobelium","H","1s","1s","2S1/2",NA,168.806,0.007,"L7188"
103,"Lr I",0,103,"Lawrencium","Lr","Rn5f147s27p","7s27p","2P°1/2","7s2 1S0",0.00496,5e-05,"L21372"
103,"Lr II",1,102,"Lawrencium","No","Rn5f147s2","7s2","1S0","5f147s 2S1/2",0.01454,4e-05,"L19691"
103,"Lr III",2,101,"Lawrencium","Md","Rn5f147s","5f147s","2S1/2","5f14 1S0",0.0218,4e-05,"L19691"
103,"Lr IV",3,100,"Lawrencium","Fm","Rn5f14","5f14","1S0","5f13 2F°7/2",0.0436,4e-04,"L13741c99"
103,"Lr V",4,99,"Lawrencium","Es","Rn5f13","5f13","2F°7/2","5f12 3H6",0.056,0.0019,"L8672c99"
103,"Lr VI",5,98,"Lawrencium","Cf","Rn5f12","5f12","3H6","5f11 4I°15/2",0.08,0.002,"L8672c99"
103,"Lr VII",6,97,"Lawrencium","Bk","Rn5f11","5f11","4I°15/2","5f10 5I8",0.096,0.002,"L8672c99"
103,"Lr VIII",7,96,"Lawrencium","Cm","Rn5f10","5f10","5I8","5f9 6H°15/2",0.121,0.0021,"L8672c99"
103,"Lr IX",8,95,"Lawrencium","Am","Rn5f9","5f9","6H°15/2","5f8 7F6",0.143,0.0022,"L8672c99"
103,"Lr X",9,94,"Lawrencium","Pu","Rn5f8","5f8","7F6","5f7 8S°7/2",0.165,0.0022,"L8672c99"
103,"Lr XI",10,93,"Lawrencium","Np","Rn5f7","5f7","8S°7/2","5f6 7F0",0.197,0.0024,"L8672c99"
103,"Lr XII",11,92,"Lawrencium","U","Rn5f6","5f6","7F0","5f5 6H°5/2",0.216,0.0025,"L8672c99"
103,"Lr XIII",12,91,"Lawrencium","Pa","Rn5f5","5f5","6H°5/2","5f4 5I4",0.244,0.003,"L8672c99"
103,"Lr XIV",13,90,"Lawrencium","Th","Rn5f4","5f4","5I4","5f86p",0.269,0.014,"L582"
103,"Lr XV",14,89,"Lawrencium","Ac","Hg5f86p","5f86p","°","5f8",0.29,0.015,"L582"
103,"Lr XVI",15,88,"Lawrencium","Ra","Hg5f8","5f8",NA,"5f7°",0.322,0.012,"L582"
103,"Lr XVII",16,87,"Lawrencium","Fr","Hg5f7","5f7","°","5f6",0.344,0.017,"L582"
103,"Lr XVIII",17,86,"Lawrencium","Rn","Hg5f6","5f6",NA,"5f5°",0.374,0.019,"L582"
103,"Lr XIX",18,85,"Lawrencium","At","Hg5f5","5f5","°","5f4",0.403,0.02,"L582"
103,"Lr XX",19,84,"Lawrencium","Po","Hg5f4","5f4",NA,"5f3°",0.431,0.021,"L582"
103,"Lr XXI",20,83,"Lawrencium","Bi","Hg5f3","5f3","°","5f2",0.459,0.024,"L582"
103,"Lr XXII",21,82,"Lawrencium","Pb","Hg5f2","5f2",NA,"5f 2F°5/2",0.487,0.025,"L582"
103,"Lr XXIII",22,81,"Lawrencium","Tl","Hg5f","5f","2F°5/2","5f6s°",0.51,0.03,"L582"
103,"Lr XXIV",23,80,"Lawrencium","Hg","Xe4f145d105f6s","5f6s","°","5f 2F5/2°",0.54,0.03,"L582"
103,"Lr XXV",24,79,"Lawrencium","Au","Xe4f145d105f","5f","2F°5/2","5d10 1S0",0.56,0.03,"L582"
103,"Lr XXVI",25,78,"Lawrencium","Pt","Xe4f145d10","5d10","1S0","5d9 2D5/2",0.745,0.004,"L8672c99"
103,"Lr XXVII",26,77,"Lawrencium","Ir","Xe4f145d9","5d9","2D5/2","5d8 3F4",0.779,0.004,"L8672c99"
103,"Lr XXVIII",27,76,"Lawrencium","Os","Xe4f145d8","5d8","3F4","5d7 4F9/2",0.814,0.004,"L8672c98,c99"
103,"Lr XXIX",28,75,"Lawrencium","Re","Xe4f145d7","5d7","4F9/2","5d6 5D4",0.852,0.004,"L8672c98,c99"
103,"Lr XXX",29,74,"Lawrencium","W","Xe4f145d6","5d6","5D4","5d5 6S5/2",0.888,0.004,"L8672c99"
103,"Lr XXXI",30,73,"Lawrencium","Ta","Xe4f145d5","5d5","6S5/2","5d4 5D0",0.922,0.004,"L8672c99"
103,"Lr XXXII",31,72,"Lawrencium","Hf","Xe4f145d4","5d4","5D0","5d3 4F3/2",0.985,0.004,"L8672c99"
103,"Lr XXXIII",32,71,"Lawrencium","Lu","Xe4f145d3","5d3","4F3/2","5d2 3F2",1.02,0.004,"L8672c99"
103,"Lr XXXIV",33,70,"Lawrencium","Yb","Xe4f145d2","5d2","3F2","5d 2D3/2",1.061,0.005,"L8672c99"
103,"Lr XXXV",34,69,"Lawrencium","Tm","Xe4f145d","5d","2D3/2","4f14 1S0",1.098,0.005,"L8672c99"
103,"Lr XXXVI",35,68,"Lawrencium","Er","Xe4f14","4f14","1S0","4f145p5 2P°3/2",1.28,0.06,"L582"
103,"Lr XXXVII",36,67,"Lawrencium","Ho","Cd4f145p5","4f145p5","2P°3/2","4f145p4 3P2",1.32,0.07,"L582"
103,"Lr XXXVIII",37,66,"Lawrencium","Dy","Cd4f145p4","4f145p4","3P2","4f145p3 2P°3/2",1.36,0.07,"L582"
103,"Lr XXXIX",38,65,"Lawrencium","Tb","Cd4f145p3","4f145p3","2P°3/2","4f145p2 3P0",1.41,0.07,"L582"
103,"Lr XL",39,64,"Lawrencium","Gd","Cd4f145p2","4f145p2","3P0","4f145p 2P°1/2",1.57,0.08,"L582"
103,"Lr XLI",40,63,"Lawrencium","Eu","Cd4f145p","4f145p","2P°1/2","4f14 1S0",1.62,0.08,"L582"
103,"Lr XLII",41,62,"Lawrencium","Sm","Cd4f14","4f14","1S0","4f145s 2S1/2",1.76,0.09,"L582"
103,"Lr XLIII",42,61,"Lawrencium","Pm","Kr4d104f145s","4f145s","2S1/2","4f14 1S0",1.81,0.09,"L582"
103,"Lr XLIV",43,60,"Lawrencium","Nd","Kr4d104f14","4f14","1S0","4f13 2F°7/2",2.01,0.1,"L582"
103,"Lr XLV",44,59,"Lawrencium","Pr","Kr4d104f13","4f13","2F°7/2","4f12",2.1,0.11,"L582"
103,"Lr XLVI",45,58,"Lawrencium","Ce","Kr4d104f12","4f12",NA,"4f11 4I°15/2",2.19,0.11,"L582"
103,"Lr XLVII",46,57,"Lawrencium","La","Kr4d104f11","4f11","4I°15/2","4f10 5I8",2.29,0.11,"L582"
103,"Lr XLVIII",47,56,"Lawrencium","Ba","Kr4d104f10","4f10","5I8","4f9 6H°15/2",2.38,0.12,"L582"
103,"Lr XLIX",48,55,"Lawrencium","Cs","Kr4d104f9","4f9","6H°15/2","4f8 7F6",2.47,0.12,"L582"
103,"Lr L",49,54,"Lawrencium","Xe","Kr4d104f8","4f8","7F6","4f7 8S°7/2",2.57,0.12,"L582"
103,"Lr LI",50,53,"Lawrencium","I","Kr4d104f7","4f7","8S°7/2","4f6 7F0",2.67,0.14,"L582"
103,"Lr LII",51,52,"Lawrencium","Te","Kr4d104f6","4f6","7F0","4f5 6H°5/2",2.78,0.14,"L582"
103,"Lr LIII",52,51,"Lawrencium","Sb","Kr4d104f5","4f5","6H°5/2","4f4 5I4",2.86,0.15,"L582"
103,"Lr LIV",53,50,"Lawrencium","Sn","Kr4d104f4","4f4","5I4","4f3 4I°9/2",2.96,0.15,"L582"
103,"Lr LV",54,49,"Lawrencium","In","Kr4d104f3","4f3","4I°9/2","4f2 3H4",3.06,0.15,"L582"
103,"Lr LVI",55,48,"Lawrencium","Cd","Kr4d104f2","4f2","3H4","4f 2F°5/2",3.15,0.16,"L582"
103,"Lr LVII",56,47,"Lawrencium","Ag","Kr4d104f","4f","2F°5/2","4d10 1S0",3.25,0.16,"L582"
103,"Lr LVIII",57,46,"Lawrencium","Pd","Kr4d10","4d10","1S0","4d9 2D5/2",3.741,0.006,"L8672c99"
103,"Lr LIX",58,45,"Lawrencium","Rh","Kr4d9","4d9","2D5/2","4d8 3F4",3.821,0.006,"L8672c99"
103,"Lr LX",59,44,"Lawrencium","Ru","Kr4d8","4d8","3F4","4d7 4F9/2",3.906,0.007,"L8672c99"
103,"Lr LXI",60,43,"Lawrencium","Tc","Kr4d7","4d7","4F9/2","4d6 5D4",3.996,0.01,"L8672c99"
103,"Lr LXII",61,42,"Lawrencium","Mo","Kr4d6","4d6","5D4","4d5 5/2",4.082,0.012,"L8672c99"
103,"Lr LXIII",62,41,"Lawrencium","Nb","Kr4d5","4d5","5/2","4d4 5D0",4.165,0.015,"L8672c99"
103,"Lr LXIV",63,40,"Lawrencium","Zr","Kr4d4","4d4","5D0","4d3 4F3/2",4.36,0.019,"L8672c99"
103,"Lr LXV",64,39,"Lawrencium","Y","Kr4d3","4d3","4F3/2","4d2 3F2",4.448,0.024,"L8672c99"
103,"Lr LXVI",65,38,"Lawrencium","Sr","Kr4d2","4d2","3F2","4d 2D3/2",4.54,0.03,"L8672c99"
103,"Lr LXVII",66,37,"Lawrencium","Rb","Kr4d","4d","2D3/2","4p6 1S0",4.63,0.04,"L8672c99"
103,"Lr LXVIII",67,36,"Lawrencium","Kr","Ar3d104s24p6","4p6","1S0","4p5 2P°3/2",4.99,0.04,"L8672c99"
103,"Lr LXIX",68,35,"Lawrencium","Br","Ar3d104s24p5","4p5","2P°3/2","4p4 3P2",5.07,0.05,"L8672c99"
103,"Lr LXX",69,34,"Lawrencium","Se","Ar3d104s24p4","4p4","3P2","4p3°3/2",5.16,0.05,"L8672c99"
103,"Lr LXXI",70,33,"Lawrencium","As","Ar3d104s24p3","4p3","°3/2","4p2 3P0",5.25,0.06,"L8672c99"
103,"Lr LXXII",71,32,"Lawrencium","Ge","Ar3d104s24p2","4p2","3P0","4p 2P°1/2",5.92,0.06,"L8672c99"
103,"Lr LXXIII",72,31,"Lawrencium","Ga","Ar3d104s24p","4p","2P°1/2","4s2 1S0",6.03,0.07,"L8672c99"
103,"Lr LXXIV",73,30,"Lawrencium","Zn","Ar3d104s2","4s2","1S0","4s 2S1/2",6.29,0.09,"L8672c99"
103,"Lr LXXV",74,29,"Lawrencium","Cu","Ar3d104s","4s","2S1/2","3d10 1S0",6.39,0.09,"L8672c99"
103,"Lr LXXVI",75,28,"Lawrencium","Ni","Ar3d10","3d10","1S0","3d9 2D5/2",9.92,0.1,"L8672c99"
103,"Lr LXXVII",76,27,"Lawrencium","Co","Ar3d9","3d9","2D5/2","3d8 3F4",10.11,0.11,"L8672c99"
103,"Lr LXXVIII",77,26,"Lawrencium","Fe","Ar3d8","3d8","3F4","3d7 4F9/2",10.31,0.12,"L8672c99"
103,"Lr LXXIX",78,25,"Lawrencium","Mn","Ar3d7","3d7","4F9/2","3d6 4",10.52,0.12,"L8672c99"
103,"Lr LXXX",79,24,"Lawrencium","Cr","Ar3d6","3d6","4","3d5 5/2",10.72,0.14,"L8672c99"
103,"Lr LXXXI",80,23,"Lawrencium","V","Ar3d5","3d5","5/2","3d4 5D0",10.92,0.15,"L8672c99"
103,"Lr LXXXII",81,22,"Lawrencium","Ti","Ar3d4","3d4","5D0","3d3 4F3/2",11.47,0.16,"L8672c99"
103,"Lr LXXXIII",82,21,"Lawrencium","Sc","Ar3d3","3d3","4F3/2","3d2 3F2",11.68,0.17,"L8672c99"
103,"Lr LXXXIV",83,20,"Lawrencium","Ca","Ar3d2","3d2","3F2","3d 2D3/2",11.91,0.19,"L8672c99"
103,"Lr LXXXV",84,19,"Lawrencium","K","Ar3d","3d","2D3/2","3p6 1S0",12.12,0.2,"L8672c99"
103,"Lr LXXXVI",85,18,"Lawrencium","Ar","Ne3s23p6","3p6","1S0","3p5 2P°3/2",12.71,0.22,"L8672c99"
103,"Lr LXXXVII",86,17,"Lawrencium","Cl","Ne3s23p5","3p5","2P°3/2","3p4 3P2",12.89,0.24,"L8672c99"
103,"Lr LXXXVIII",87,16,"Lawrencium","S","Ne3s23p4","3p4","3P2","3p3 2P°3/2",13.09,0.25,"L8672c99"
103,"Lr LXXXIX",88,15,"Lawrencium","P","Ne3s23p3","3p3","2P°3/2","3p2 3P0",13.3,0.3,"L8672c99"
103,"Lr XC",89,14,"Lawrencium","Si","Ne3s23p2","3p2","3P0","3p 2P°1/2",15.3,0.3,"L8672c99"
103,"Lr XCI",90,13,"Lawrencium","Al","Ne3s23p","3p","2P°1/2","3s2 1S0",15.6,0.3,"L8672c99"
103,"Lr XCII",91,12,"Lawrencium","Mg","Ne3s2","3s2","1S0","3s 2S1/2",16,0.3,"L8672c99"
103,"Lr XCIII",92,11,"Lawrencium","Na","Ne3s","3s","2S1/2","2p6 1S0",16.2,0.4,"L8672c99"
103,"Lr XCIV",93,10,"Lawrencium","Ne","1s22s22p6","2p6","1S0","2p5 2P°3/2",32.4,0.4,"L8672c99"
103,"Lr XCV",94,9,"Lawrencium","F","1s22s22p5","2p5","2P°3/2","2p4 3P2",32.9,0.4,"L8672c99"
103,"Lr XCVI",95,8,"Lawrencium","O","1s22s22p4","2p4","3P2","2p21/22p3/2 0,3/2°3/2",33.4,0.4,"L8672c99"
103,"Lr XCVII",96,7,"Lawrencium","N","1s22s22p3","2p21/22p3/2","0,3/2°3/2","2p2 3P0",33.9,0.4,"L8672c99"
103,"Lr XCVIII",97,6,"Lawrencium","C","1s22s22p2","2p2","3P0","2p 2P°1/2",41.6,0.4,"L8672c99"
103,"Lr XCIX",98,5,"Lawrencium","B","1s22s22p","2p","2P°1/2","2s2 1S0",42.3,0.5,"L8672c99"
103,"Lr C",99,4,"Lawrencium","Be","1s22s2","2s2","1S0","2s 2S1/2",43.2,0.5,"L8672c99"
103,"Lr CI",100,3,"Lawrencium","Li","1s22s","2s","2S1/2","1s2 1S0",43.759,0.006,"L582c106"
103,"Lr CII",101,2,"Lawrencium","He","1s2","1s2","1S0","1s 2S1/2",NA,NA,NA
103,"Lr CIII",102,1,"Lawrencium","H","1s","1s","2S1/2",NA,172.93,0.007,"L7188"
104,"Rf I",0,104,"Rutherfordium","Rf","Rn5f146d27s2","6d27s2","3F2","6d7s2 2D3/2",0.00602,4e-05,"L19691"
104,"Rf II",1,103,"Rutherfordium","Lr","Rn5f146d7s2","6d7s2","2D3/2","7s2 1S0",0.01435,4e-05,"L19691"
104,"Rf III",2,102,"Rutherfordium","No","Rn5f147s2","7s2","1S0","5f147s 2S1/2",0.02384,4e-05,"L19691"
104,"Rf IV",3,101,"Rutherfordium","Md","Rn5f147s","5f147s","2S1/2","5f14 1S0",0.03187,4e-05,"L19691"
104,"Rf V",4,100,"Rutherfordium","Fm","Rn5f14","5f14","1S0","5f13 2F°7/2",0.064,0.0019,"L8672c99"
104,"Rf VI",5,99,"Rutherfordium","Es","Rn5f13","5f13","2F°7/2","5f12 3H6",0.077,0.002,"L8672c99"
104,"Rf VII",6,98,"Rutherfordium","Cf","Rn5f12","5f12","3H6","5f11 4I°15/2",0.102,0.002,"L8672c99"
104,"Rf VIII",7,97,"Rutherfordium","Bk","Rn5f11","5f11","4I°15/2","5f10 5I8",0.119,0.0021,"L8672c99"
104,"Rf IX",8,96,"Rutherfordium","Cm","Rn5f10","5f10","5I8","5f9 6H°15/2",0.1461,0.0022,"L8672c99"
104,"Rf X",9,95,"Rutherfordium","Am","Rn5f9","5f9","6H°15/2","5f8 7F6",0.169,0.0022,"L8672c99"
104,"Rf XI",10,94,"Rutherfordium","Pu","Rn5f8","5f8","7F6","5f7 8S°7/2",0.193,0.0024,"L8672c99"
104,"Rf XII",11,93,"Rutherfordium","Np","Rn5f7","5f7","8S°7/2","5f6 7F0",0.225,0.0025,"L8672c99"
104,"Rf XIII",12,92,"Rutherfordium","U","Rn5f6","5f6","7F0","5f5 6H°5/2",0.244,0.003,"L8672c99"
104,"Rf XIV",13,91,"Rutherfordium","Pa","Rn5f5","5f5","6H°5/2","5f4 5I4",0.275,0.003,"L8672c99"
104,"Rf XV",14,90,"Rutherfordium","Th","Rn5f4","5f4","5I4",NA,NA,NA,NA
104,"Rf XXVII",26,78,"Rutherfordium","Pt","Xe4f145d10","5d10","1S0","5d9 2D5/2",0.791,0.004,"L8672c99"
104,"Rf XXVIII",27,77,"Rutherfordium","Ir","Xe4f145d9","5d9","2D5/2","5d8 3F4",0.825,0.004,"L8672c99"
104,"Rf XXIX",28,76,"Rutherfordium","Os","Xe4f145d8","5d8","3F4","5d7 4F9/2",0.86,0.004,"L8672c99"
