"Z","Species","CS","Occ","Element","Iso_elec","Ground_Shells","Ground_Config","Ground_Level","Ionized_Level","IE","IE_uncertainty","References"
61,"Pm L",49,12,"Promethium","Mg","Ne3s2","3s2","1S0","3s 2S1/2",4.371,0.004,"L8672c99"
61,"Pm LI",50,11,"Promethium","Na","Ne3s","3s","2S1/2","2p6 1S0",4.476,0.004,"L8672c99"
61,"Pm LII",51,10,"Promethium","Ne","1s22s22p6","2p6","1S0","2p5 2P°3/2",10.115,0.004,"L8672c99"
61,"Pm LIII",52,9,"Promethium","F","1s22s22p5","2p5","2P°3/2","2p4 3P2",10.378,0.004,"L8672c99"
61,"Pm LIV",53,8,"Promethium","O","1s22s22p4","2p4","3P2","2p21/22p3/2 0,3/2°3/2",10.671,0.005,"L8672c99"
61,"Pm LV",54,7,"Promethium","N","1s22s22p3","2p21/22p3/2","0,3/2°3/2","2p2 3P0",10.942,0.005,"L8672c99"
61,"Pm LVI",55,6,"Promethium","C","1s22s22p2","2p2","3P0","2p 2P°1/2",11.819,0.005,"L8672c99"
61,"Pm LVII",56,5,"Promethium","B","1s22s22p","2p","2P°1/2","2s2 1S0",12.136,0.005,"L8672c99"
61,"Pm LVIII",57,4,"Promethium","Be","1s22s2","2s2","1S0","2s 2S1/2",12.532,0.006,"L8672c99"
61,"Pm LIX",58,3,"Promethium","Li","1s22s","2s","2S1/2","1s2 1S0",12.79726,7e-05,"L16264c99"
61,"Pm LX",59,2,"Promethium","He","1s2","1s2","1S0","1s 2S1/2",52.14429,0.00012,"L12128"
61,"Pm LXI",60,1,"Promethium","H","1s","1s","2S1/2",NA,53.3461,0.00015,"L7188"
62,"Sm I",0,62,"Samarium","Sm","Xe4f66s2","4f66s2","7F0","4f65s25p66s 8F1/2",0.00564371,1.7e-07,"L9734"
62,"Sm II",1,61,"Samarium","Pm","Xe4f66s","4f67F6s","8F1/2","4f65s25p6 7F0",0.011078,2e-05,"L19870c180"
62,"Sm III",2,60,"Samarium","Nd","Xe4f6","4f6","7F0","4f55s25p6 6H°5/2",0.02355,8e-05,"L19883c180"
62,"Sm IV",3,59,"Samarium","Pr","Xe4f5","4f5","6H°5/2","4f45s25p6 5I4",0.04164,0.00011,"L19883c180"
62,"Sm V",4,58,"Samarium","Ce","Xe4f4","4f45s25p6","5I4","4f35s25p6 4I°9/2",0.0627,4e-04,"L4095"
62,"Sm VI",5,57,"Samarium","La","Xe4f3","4f35s25p6","4I°9/2","4f45s25p4",0.087,0.004,"L582"
62,"Sm VII",6,56,"Samarium","Ba","Cd4f45p4","4f45s25p4",NA,"4f45s25p3°",0.103,0.005,"L582"
62,"Sm VIII",7,55,"Samarium","Cs","Cd4f45p3","4f45s25p3","°","4f45s25p2",0.118,0.006,"L582"
62,"Sm IX",8,54,"Samarium","Xe","Cd4f45p2","4f45s25p2",NA,"4f45s25p°",0.141,0.007,"L582"
62,"Sm X",9,53,"Samarium","I","Cd4f45p","4f45s25p","°","4f45s2",0.158,0.008,"L582"
62,"Sm XI",10,52,"Samarium","Te","Cd4f4","4f45s2",NA,"4f35s2°",0.179,0.009,"L582"
62,"Sm XII",11,51,"Samarium","Sb","Cd4f3","4f35s2","°","5s24f2",0.208,0.01,"L582"
62,"Sm XIII",12,50,"Samarium","Sn","Cd4f2","5s24f2",NA,"5s24f 2F°5/2",0.237,0.012,"L582"
62,"Sm XIV",13,49,"Samarium","In","Cd4f","5s24f","2F°5/2","4f5s°",0.257,0.012,"L582"
62,"Sm XV",14,48,"Samarium","Cd","Kr4d104f5s","4f5s","°","4f 2F°5/2",0.276,0.014,"L582"
62,"Sm XVI",15,47,"Samarium","Ag","Kr4d104f","4f","2F°5/2","4d10 1S0",0.3065,5e-04,"L5532"
62,"Sm XVII",16,46,"Samarium","Pd","Kr4d10","4d10","1S0","4d9 2D5/2",0.474,0.003,"L8672c99"
62,"Sm XVIII",17,45,"Samarium","Rh","Kr4d9","4d9","2D5/2","4d8 3F4",0.506,0.003,"L8672c99"
62,"Sm XIX",18,44,"Samarium","Ru","Kr4d8","4d8","3F4","4d7 4F9/2",0.543,0.003,"L8672c99"
62,"Sm XX",19,43,"Samarium","Tc","Kr4d7","4d7","4F9/2","4d6 5D4",0.581,0.004,"L8672c99"
62,"Sm XXI",20,42,"Samarium","Mo","Kr4d6","4d6","5D4","4d5 6S5/2",0.617,0.004,"L8672c99"
62,"Sm XXII",21,41,"Samarium","Nb","Kr4d5","4d5","6S5/2","4d4 5D0",0.658,0.004,"L8672c99"
62,"Sm XXIII",22,40,"Samarium","Zr","Kr4d4","4d4","5D0","4d3 4F3/2",0.702,0.004,"L8672c99"
62,"Sm XXIV",23,39,"Samarium","Y","Kr4d3","4d3","4F3/2","4d2 3F2",0.742,0.004,"L8672c99"
62,"Sm XXV",24,38,"Samarium","Sr","Kr4d2","4d2","3F2","4d 2D3/2",0.782,0.004,"L8672c99"
62,"Sm XXVI",25,37,"Samarium","Rb","Kr4d","4d","2D3/2","4p6 1S0",0.822,0.004,"L8672c99"
62,"Sm XXVII",26,36,"Samarium","Kr","Ar3d104s24p6","4p6","1S0","4p5 2P°3/2",0.976,0.004,"L8672c99"
62,"Sm XXVIII",27,35,"Samarium","Br","Ar3d104s24p5","4p5","2P°3/2","4p4 3P2",1.016,0.004,"L8672c99"
62,"Sm XXIX",28,34,"Samarium","Se","Ar3d104s24p4","4p4","3P2","4p3 4S°3/2",1.06,0.004,"L8672c99"
62,"Sm XXX",29,33,"Samarium","As","Ar3d104s24p3","4p3","4S°3/2","4p2 3P0",1.103,0.004,"L8672c99"
62,"Sm XXXI",30,32,"Samarium","Ge","Ar3d104s24p2","4p2","3P0","4p 2P°1/2",1.18,0.004,"L8672c99"
62,"Sm XXXII",31,31,"Samarium","Ga","Ar3d104s24p","4p","2P°1/2","4s2 1S0",1.226,0.004,"L8672c99"
62,"Sm XXXIII",32,30,"Samarium","Zn","Ar3d104s2","4s2","1S0","4s 2S1/2",1.332,0.004,"L8672c99"
62,"Sm XXXIV",33,29,"Samarium","Cu","Ar3d104s","4s","2S1/2","3d10 1S0",1.38156,0.00021,"L10191"
62,"Sm XXXV",34,28,"Samarium","Ni","Ar3d10","3d10","1S0","3d9 2D5/2",2.371,0.005,"L8672c99"
62,"Sm XXXVI",35,27,"Samarium","Co","Ar3d9","3d9","2D5/2","3d8 3F4",2.466,0.005,"L8672c99"
62,"Sm XXXVII",36,26,"Samarium","Fe","Ar3d8","3d8","3F4","3d7 4F9/2",2.569,0.005,"L8672c99"
62,"Sm XXXVIII",37,25,"Samarium","Mn","Ar3d7","3d7","4F9/2","3d6 4",2.676,0.004,"L8672c99"
62,"Sm XXXIX",38,24,"Samarium","Cr","Ar3d6","3d6","4","3d5 5/2",2.782,0.004,"L8672c99"
62,"Sm XL",39,23,"Samarium","V","Ar3d5","3d5","5/2","3d4 5D0",2.887,0.004,"L8672c99"
62,"Sm XLI",40,22,"Samarium","Ti","Ar3d4","3d4","5D0","3d3 4F3/2",3.028,0.004,"L8672c99"
62,"Sm XLII",41,21,"Samarium","Sc","Ar3d3","3d3","4F3/2","3d2 3F2",3.137,0.004,"L8672c99"
62,"Sm XLIII",42,20,"Samarium","Ca","Ar3d2","3d2","3F2","3d 2D3/2",3.253,0.004,"L8672c99"
62,"Sm XLIV",43,19,"Samarium","K","Ar3d","3d","2D3/2","3p6 1S0",3.363,0.004,"L8672c99"
62,"Sm XLV",44,18,"Samarium","Ar","Ne3s23p6","3p6","1S0","3p5 2P°3/2",3.669,0.004,"L8672c99"
62,"Sm XLVI",45,17,"Samarium","Cl","Ne3s23p5","3p5","2P°3/2","3p4 3P2",3.766,0.004,"L8672c99"
62,"Sm XLVII",46,16,"Samarium","S","Ne3s23p4","3p4","3P2","3p3 2P°3/2",3.873,0.004,"L8672c99"
62,"Sm XLVIII",47,15,"Samarium","P","Ne3s23p3","3p3","2P°3/2","3p2 3P0",3.971,0.004,"L8672c99"
62,"Sm XLIX",48,14,"Samarium","Si","Ne3s23p2","3p2","3P0","3p 2P°1/2",4.227,0.004,"L8672c99"
62,"Sm L",49,13,"Samarium","Al","Ne3s23p","3p","2P°1/2","3s2 1S0",4.337,0.004,"L8672c99"
62,"Sm LI",50,12,"Samarium","Mg","Ne3s2","3s2","1S0","3s 2S1/2",4.548,0.004,"L8672c99"
62,"Sm LII",51,11,"Samarium","Na","Ne3s","3s","2S1/2","2p6 1S0",4.655,0.004,"L8672c99"
62,"Sm LIII",52,10,"Samarium","Ne","1s22s22p6","2p6","1S0","2p5 2P°3/2",10.494,0.004,"L8672c99"
62,"Sm LIV",53,9,"Samarium","F","1s22s22p5","2p5","2P°3/2","2p4 3P2",10.762,0.005,"L8672c99"
62,"Sm LV",54,8,"Samarium","O","1s22s22p4","2p4","3P2","2p21/22p3/2 0,3/2°3/2",11.06,0.005,"L8672c99"
62,"Sm LVI",55,7,"Samarium","N","1s22s22p3","2p21/22p3/2","0,3/2°3/2","2p2 3P0",11.337,0.005,"L8672c99"
62,"Sm LVII",56,6,"Samarium","C","1s22s22p2","2p2","3P0","2p 2P°1/2",12.264,0.005,"L8672c99"
62,"Sm LVIII",57,5,"Samarium","B","1s22s22p","2p","2P°1/2","2s2 1S0",12.588,0.006,"L8672c99"
62,"Sm LIX",58,4,"Samarium","Be","1s22s2","2s2","1S0","2s 2S1/2",12.992,0.006,"L8672c99"
62,"Sm LX",59,3,"Samarium","Li","1s22s","2s","2S1/2","1s2 1S0",13.26285,9e-05,"L16264c99"
62,"Sm LXI",60,2,"Samarium","He","1s2","1s2","1S0","1s 2S1/2",53.98612,4e-05,"L12128"
62,"Sm LXII",61,1,"Samarium","H","1s","1s","2S1/2",NA,55.21423,2e-04,"L7188"
63,"Eu I",0,63,"Europium","Eu","Xe4f76s2","4f76s2","8S°7/2","4f75p66s 9S°4",0.005670385,5e-09,"L13382"
63,"Eu II",1,62,"Europium","Sm","Xe4f76s","4f78S°6s","9S°4","4f75s25p6 8S°7/2",0.01124,6e-06,"L19870"
63,"Eu III",2,61,"Europium","Pm","Xe4f7","4f7","8S°7/2","4f65s25p6 7F0",0.02484,3e-05,"L19883c180"
63,"Eu IV",3,60,"Europium","Nd","Xe4f6","4f6","7F0","4f55s25p6 6H°5/2",0.04294,0.00011,"L19883c180"
63,"Eu V",4,59,"Europium","Pr","Xe4f5","4f55s25p6","6H°5/2","4f55s25p5",0.0632,4e-04,"L4095"
63,"Eu VI",5,58,"Europium","Ce","Cd4f55p5","4f55s25p5",NA,"4f55s25p4°",0.089,0.004,"L582"
63,"Eu VII",6,57,"Europium","La","Cd4f55p4","4f55s25p4","°","4f55s25p3",0.105,0.005,"L582"
63,"Eu VIII",7,56,"Europium","Ba","Cd4f55p3","4f55s25p3",NA,"4f55s25p2°",0.12,0.006,"L582"
63,"Eu IX",8,55,"Europium","Cs","Cd4f55p2","4f55s25p2","°","4f55s25p",0.144,0.007,"L582"
63,"Eu X",9,54,"Europium","Xe","Cd4f55p","4f55s25p",NA,"4f55s2°",0.161,0.008,"L582"
63,"Eu XI",10,53,"Europium","I","Cd4f5","4f55s2","°","4f45s2",0.183,0.009,"L582"
63,"Eu XII",11,52,"Europium","Te","Cd4f4","4f45s2",NA,"4f35s2°",0.213,0.011,"L582"
63,"Eu XIII",12,51,"Europium","Sb","Cd4f3","4f35s2","°","5s24f2",0.243,0.012,"L582"
63,"Eu XIV",13,50,"Europium","Sn","Cd4f2","5s24f2",NA,"4f25s",0.263,0.014,"L582"
63,"Eu XV",14,49,"Europium","In","Kr4d104f25s","4f25s",NA,"4f2 3H4",0.281,0.014,"L582"
63,"Eu XVI",15,48,"Europium","Cd","Kr4d104f2","4f2","3H4","4f 2F°5/2",0.311,0.016,"L582"
63,"Eu XVII",16,47,"Europium","Ag","Kr4d104f","4f","2F°5/2","4d10 1S0",0.3444,5e-04,"L5532"
63,"Eu XVIII",17,46,"Europium","Pd","Kr4d10","4d10","1S0","4d9 2D5/2",0.518,0.003,"L8672c99"
63,"Eu XIX",18,45,"Europium","Rh","Kr4d9","4d9","2D5/2","4d8 3F4",0.553,0.003,"L8672c99"
63,"Eu XX",19,44,"Europium","Ru","Kr4d8","4d8","3F4","4d7 4F9/2",0.59,0.004,"L8672c99"
63,"Eu XXI",20,43,"Europium","Tc","Kr4d7","4d7","4F9/2","4d6 5D4",0.63,0.004,"L8672c99"
63,"Eu XXII",21,42,"Europium","Mo","Kr4d6","4d6","5D4","4d5 6S5/2",0.667,0.004,"L8672c99"
63,"Eu XXIII",22,41,"Europium","Nb","Kr4d5","4d5","6S5/2","4d4 5D0",0.709,0.004,"L8672c99"
63,"Eu XXIV",23,40,"Europium","Zr","Kr4d4","4d4","5D0","4d3 4F3/2",0.755,0.004,"L8672c99"
63,"Eu XXV",24,39,"Europium","Y","Kr4d3","4d3","4F3/2","4d2 3F2",0.795,0.004,"L8672c99"
63,"Eu XXVI",25,38,"Europium","Sr","Kr4d2","4d2","3F2","4d 2D3/2",0.838,0.004,"L8672c99"
63,"Eu XXVII",26,37,"Europium","Rb","Kr4d","4d","2D3/2","4p6 1S0",0.879,0.004,"L8672c99"
63,"Eu XXVIII",27,36,"Europium","Kr","Ar3d104s24p6","4p6","1S0","4p5 2P°3/2",1.037,0.004,"L8672c99"
63,"Eu XXIX",28,35,"Europium","Br","Ar3d104s24p5","4p5","2P°3/2","4p4 3P2",1.078,0.004,"L8672c99"
63,"Eu XXX",29,34,"Europium","Se","Ar3d104s24p4","4p4","3P2","4p3 4S°3/2",1.124,0.004,"L8672c99"
63,"Eu XXXI",30,33,"Europium","As","Ar3d104s24p3","4p3","4S°3/2","4p2 3P0",1.167,0.004,"L8672c99"
63,"Eu XXXII",31,32,"Europium","Ge","Ar3d104s24p2","4p2","3P0","4p 2P°1/2",1.249,0.004,"L8672c99"
63,"Eu XXXIII",32,31,"Europium","Ga","Ar3d104s24p","4p","2P°1/2","4s2 1S0",1.296,0.004,"L8672c99"
63,"Eu XXXIV",33,30,"Europium","Zn","Ar3d104s2","4s2","1S0","4s 2S1/2",1.406,0.005,"L8672c99"
63,"Eu XXXV",34,29,"Europium","Cu","Ar3d104s","4s","2S1/2","3d10 1S0",1.45606,0.00025,"L10191"
63,"Eu XXXVI",35,28,"Europium","Ni","Ar3d10","3d10","1S0","3d9 2D5/2",2.495,0.005,"L8672c99"
63,"Eu XXXVII",36,27,"Europium","Co","Ar3d9","3d9","2D5/2","3d8 3F4",2.591,0.005,"L8672c99"
63,"Eu XXXVIII",37,26,"Europium","Fe","Ar3d8","3d8","3F4","3d7 4F9/2",2.697,0.004,"L8672c99"
63,"Eu XXXIX",38,25,"Europium","Mn","Ar3d7","3d7","4F9/2","3d6 4",2.807,0.004,"L8672c99"
63,"Eu XL",39,24,"Europium","Cr","Ar3d6","3d6","4","3d5 5/2",2.914,0.004,"L8672c99"
63,"Eu XLI",40,23,"Europium","V","Ar3d5","3d5","5/2","3d4 5D0",3.022,0.004,"L8672c99"
63,"Eu XLII",41,22,"Europium","Ti","Ar3d4","3d4","5D0","3d3 4F3/2",3.168,0.004,"L8672c99"
63,"Eu XLIII",42,21,"Europium","Sc","Ar3d3","3d3","4F3/2","3d2 3F2",3.279,0.004,"L8672c99"
63,"Eu XLIV",43,20,"Europium","Ca","Ar3d2","3d2","3F2","3d 2D3/2",3.398,0.004,"L8672c99"
63,"Eu XLV",44,19,"Europium","K","Ar3d","3d","2D3/2","3p6 1S0",3.51,0.004,"L8672c99"
63,"Eu XLVI",45,18,"Europium","Ar","Ne3s23p6","3p6","1S0","3p5 2P°3/2",3.823,0.004,"L8672c99"
63,"Eu XLVII",46,17,"Europium","Cl","Ne3s23p5","3p5","2P°3/2","3p4 3P2",3.921,0.004,"L8672c99"
63,"Eu XLVIII",47,16,"Europium","S","Ne3s23p4","3p4","3P2","3p3 2P°3/2",4.031,0.004,"L8672c99"
63,"Eu XLIX",48,15,"Europium","P","Ne3s23p3","3p3","2P°3/2","3p2 3P0",4.131,0.004,"L8672c99"
63,"Eu L",49,14,"Europium","Si","Ne3s23p2","3p2","3P0","3p 2P°1/2",4.4,0.004,"L8672c99"
63,"Eu LI",50,13,"Europium","Al","Ne3s23p","3p","2P°1/2","3s2 1S0",4.513,0.004,"L8672c99"
63,"Eu LII",51,12,"Europium","Mg","Ne3s2","3s2","1S0","3s 2S1/2",4.729,0.004,"L8672c99"
63,"Eu LIII",52,11,"Europium","Na","Ne3s","3s","2S1/2","2p6 1S0",4.838,0.004,"L8672c99"
63,"Eu LIV",53,10,"Europium","Ne","1s22s22p6","2p6","1S0","2p5 2P°3/2",10.88,0.005,"L8672c99"
63,"Eu LV",54,9,"Europium","F","1s22s22p5","2p5","2P°3/2","2p4 3P2",11.153,0.005,"L8672c99"
63,"Eu LVI",55,8,"Europium","O","1s22s22p4","2p4","3P2","2p21/22p3/2 0,3/2°3/2",11.457,0.005,"L8672c99"
63,"Eu LVII",56,7,"Europium","N","1s22s22p3","2p21/22p3/2","0,3/2°3/2","2p2 3P0",11.739,0.005,"L8672c99"
63,"Eu LVIII",57,6,"Europium","C","1s22s22p2","2p2","3P0","2p 2P°1/2",12.718,0.006,"L8672c99"
63,"Eu LIX",58,5,"Europium","B","1s22s22p","2p","2P°1/2","2s2 1S0",13.05,0.006,"L8672c99"
63,"Eu LX",59,4,"Europium","Be","1s22s2","2s2","1S0","2s 2S1/2",13.462,0.007,"L8672c99"
63,"Eu LXI",60,3,"Europium","Li","1s22s","2s","2S1/2","1s2 1S0",13.73858,9e-05,"L16264c99"
63,"Eu LXII",61,2,"Europium","He","1s2","1s2","1S0","1s 2S1/2",55.86592,4e-05,"L12128"
63,"Eu LXIII",62,1,"Europium","H","1s","1s","2S1/2",NA,57.12064,0.00019,"L7188"
64,"Gd I",0,64,"Gadolinium","Gd","Xe4f75d6s2","4f78S°5d6s2","9D°2","4f75d6s 10D°5/2",0.0061498,4e-08,"L11798"
64,"Gd II",1,63,"Gadolinium","Eu","Xe4f75d6s","4f78S°5d 9D°6s","10D°5/2","4f75p65d 9D°2",0.012076,2e-05,"L19870c180"
64,"Gd III",2,62,"Gadolinium","Sm","Xe4f75d","4f78S°5d","9D°2","4f75s25p6 8S°7/2",0.02054,3e-05,"L19883c180"
64,"Gd IV",3,61,"Gadolinium","Pm","Xe4f7","4f7","8S°7/2","4f65s25p6 7F0",0.04444,8e-05,"L19883c180"
64,"Gd V",4,60,"Gadolinium","Nd","Xe4f6","4f65s25p6","7F0","4f65s25p5°",0.0648,4e-04,"L4095"
64,"Gd VI",5,59,"Gadolinium","Pr","Cd4f65p5","4f65s25p5","°","4f65s25p4",0.089,0.004,"L582"
64,"Gd VII",6,58,"Gadolinium","Ce","Cd4f65p4","4f65s25p4",NA,"4f65s25p3°",0.106,0.005,"L582"
64,"Gd VIII",7,57,"Gadolinium","La","Cd4f65p3","4f65s25p3","°","4f65s25p2",0.123,0.006,"L582"
64,"Gd IX",8,56,"Gadolinium","Ba","Cd4f65p2","4f65s25p2",NA,"4f55s25p2°",0.144,0.007,"L582"
64,"Gd X",9,55,"Gadolinium","Cs","Cd4f55p2","4f55s25p2","°","4f55s25p",0.165,0.008,"L582"
64,"Gd XI",10,54,"Gadolinium","Xe","Cd4f55p","4f55s25p",NA,"4f55s2°",0.183,0.009,"L582"
64,"Gd XII",11,53,"Gadolinium","I","Cd4f5","4f55s2","°","4f45s2",0.213,0.011,"L582"
64,"Gd XIII",12,52,"Gadolinium","Te","Cd4f4","4f45s2",NA,"4f5 6H°5/2",0.246,0.012,"L582"
64,"Gd XIV",13,51,"Gadolinium","Sb","Kr4d104f5","4f5","6H°5/2","5s24f2",0.268,0.014,"L582"
64,"Gd XV",14,50,"Gadolinium","Sn","Cd4f2","5s24f2",NA,"4f3 4I°9/2",0.288,0.015,"L582"
64,"Gd XVI",15,49,"Gadolinium","In","Kr4d104f3","4f3","4I°9/2","4f2 3H4",0.319,0.016,"L582"
64,"Gd XVII",16,48,"Gadolinium","Cd","Kr4d104f2","4f2","3H4","4f 2F°5/2",0.352,0.017,"L582"
64,"Gd XVIII",17,47,"Gadolinium","Ag","Kr4d104f","4f","2F°5/2","4d10 1S0",0.3844,0.0025,"L582c99"
64,"Gd XIX",18,46,"Gadolinium","Pd","Kr4d10","4d10","1S0","4d9 2D5/2",0.565,0.003,"L8672c99"
64,"Gd XX",19,45,"Gadolinium","Rh","Kr4d9","4d9","2D5/2","4d8 3F4",0.601,0.004,"L8672c99"
64,"Gd XXI",20,44,"Gadolinium","Ru","Kr4d8","4d8","3F4","4d7 4F9/2",0.639,0.004,"L8672c99"
64,"Gd XXII",21,43,"Gadolinium","Tc","Kr4d7","4d7","4F9/2","4d6 5D4",0.68,0.004,"L8672c99"
64,"Gd XXIII",22,42,"Gadolinium","Mo","Kr4d6","4d6","5D4","4d5 6S5/2",0.719,0.004,"L8672c99"
64,"Gd XXIV",23,41,"Gadolinium","Nb","Kr4d5","4d5","6S5/2","4d4 5D0",0.761,0.004,"L8672c99"
64,"Gd XXV",24,40,"Gadolinium","Zr","Kr4d4","4d4","5D0","4d3 4F3/2",0.81,0.004,"L8672c99"
64,"Gd XXVI",25,39,"Gadolinium","Y","Kr4d3","4d3","4F3/2","4d2 3F2",0.851,0.004,"L8672c99"
64,"Gd XXVII",26,38,"Gadolinium","Sr","Kr4d2","4d2","3F2","4d 2D3/2",0.895,0.004,"L8672c99"
64,"Gd XXVIII",27,37,"Gadolinium","Rb","Kr4d","4d","2D3/2","4p6 1S0",0.937,0.004,"L8672c99"
64,"Gd XXIX",28,36,"Gadolinium","Kr","Ar3d104s24p6","4p6","1S0","4p5 2P°3/2",1.1,0.004,"L8672c99"
64,"Gd XXX",29,35,"Gadolinium","Br","Ar3d104s24p5","4p5","2P°3/2","4p4 3P2",1.142,0.004,"L8672c99"
64,"Gd XXXI",30,34,"Gadolinium","Se","Ar3d104s24p4","4p4","3P2","4p3 4S°3/2",1.189,0.004,"L8672c99"
64,"Gd XXXII",31,33,"Gadolinium","As","Ar3d104s24p3","4p3","4S°3/2","4p2 3P0",1.233,0.004,"L8672c99"
64,"Gd XXXIII",32,32,"Gadolinium","Ge","Ar3d104s24p2","4p2","3P0","4p 2P°1/2",1.321,0.004,"L8672c99"
64,"Gd XXXIV",33,31,"Gadolinium","Ga","Ar3d104s24p","4p","2P°1/2","4s2 1S0",1.368,0.005,"L8672c99"
64,"Gd XXXV",34,30,"Gadolinium","Zn","Ar3d104s2","4s2","1S0","4s 2S1/2",1.481,0.005,"L8672c99"
64,"Gd XXXVI",35,29,"Gadolinium","Cu","Ar3d104s","4s","2S1/2","3d10 1S0",1.5323,3e-04,"L10191"
64,"Gd XXXVII",36,28,"Gadolinium","Ni","Ar3d10","3d10","1S0","3d9 2D5/2",2.621,0.005,"L8672c99"
64,"Gd XXXVIII",37,27,"Gadolinium","Co","Ar3d9","3d9","2D5/2","3d8 3F4",2.72,0.004,"L8672c99"
64,"Gd XXXIX",38,26,"Gadolinium","Fe","Ar3d8","3d8","3F4","3d7 4F9/2",2.827,0.004,"L8672c99"
64,"Gd XL",39,25,"Gadolinium","Mn","Ar3d7","3d7","4F9/2","3d6 4",2.941,0.004,"L8672c99"
64,"Gd XLI",40,24,"Gadolinium","Cr","Ar3d6","3d6","4","3d5 5/2",3.05,0.004,"L8672c99"
64,"Gd XLII",41,23,"Gadolinium","V","Ar3d5","3d5","5/2","3d4 5D0",3.16,0.004,"L8672c99"
64,"Gd XLIII",42,22,"Gadolinium","Ti","Ar3d4","3d4","5D0","3d3 4F3/2",3.312,0.004,"L8672c99"
64,"Gd XLIV",43,21,"Gadolinium","Sc","Ar3d3","3d3","4F3/2","3d2 3F2",3.424,0.004,"L8672c99"
64,"Gd XLV",44,20,"Gadolinium","Ca","Ar3d2","3d2","3F2","3d 2D3/2",3.546,0.004,"L8672c99"
64,"Gd XLVI",45,19,"Gadolinium","K","Ar3d","3d","2D3/2","3p6 1S0",3.66,0.004,"L8672c99"
64,"Gd XLVII",46,18,"Gadolinium","Ar","Ne3s23p6","3p6","1S0","3p5 2P°3/2",3.98,0.004,"L8672c99"
64,"Gd XLVIII",47,17,"Gadolinium","Cl","Ne3s23p5","3p5","2P°3/2","3p4 3P2",4.08,0.004,"L8672c99"
64,"Gd XLIX",48,16,"Gadolinium","S","Ne3s23p4","3p4","3P2","3p3 2P°3/2",4.191,0.004,"L8672c99"
64,"Gd L",49,15,"Gadolinium","P","Ne3s23p3","3p3","2P°3/2","3p2 3P0",4.294,0.004,"L8672c99"
64,"Gd LI",50,14,"Gadolinium","Si","Ne3s23p2","3p2","3P0","3p 2P°1/2",4.578,0.004,"L8672c99"
64,"Gd LII",51,13,"Gadolinium","Al","Ne3s23p","3p","2P°1/2","3s2 1S0",4.693,0.004,"L8672c99"
64,"Gd LIII",52,12,"Gadolinium","Mg","Ne3s2","3s2","1S0","3s 2S1/2",4.914,0.004,"L8672c99"
64,"Gd LIV",53,11,"Gadolinium","Na","Ne3s","3s","2S1/2","2p6 1S0",5.025,0.005,"L8672c99"
64,"Gd LV",54,10,"Gadolinium","Ne","1s22s22p6","2p6","1S0","2p5 2P°3/2",11.273,0.005,"L8672c99"
64,"Gd LVI",55,9,"Gadolinium","F","1s22s22p5","2p5","2P°3/2","2p4 3P2",11.552,0.005,"L8672c99"
64,"Gd LVII",56,8,"Gadolinium","O","1s22s22p4","2p4","3P2","2p21/22p3/2 0,3/2°3/2",11.861,0.005,"L8672c99"
64,"Gd LVIII",57,7,"Gadolinium","N","1s22s22p3","2p21/22p3/2","0,3/2°3/2","2p2 3P0",12.147,0.006,"L8672c99"
64,"Gd LIX",58,6,"Gadolinium","C","1s22s22p2","2p2","3P0","2p 2P°1/2",13.183,0.006,"L8672c99"
64,"Gd LX",59,5,"Gadolinium","B","1s22s22p","2p","2P°1/2","2s2 1S0",13.521,0.007,"L8672c99"
64,"Gd LXI",60,4,"Gadolinium","Be","1s22s2","2s2","1S0","2s 2S1/2",13.943,0.01,"L8672c99"
64,"Gd LXII",61,3,"Gadolinium","Li","1s22s","2s","2S1/2","1s2 1S0",14.22457,1e-04,"L16264c99"
64,"Gd LXIII",62,2,"Gadolinium","He","1s2","1s2","1S0","1s 2S1/2",57.7839,4e-05,"L12128"
64,"Gd LXIV",63,1,"Gadolinium","H","1s","1s","2S1/2",NA,59.06553,2e-04,"L7188"
65,"Tb I",0,65,"Terbium","Tb","Xe4f96s2","4f96s2","6H°15/2","4f96H°5p66s 15/2,1/2°8",0.0058638,6e-07,"L4277"
65,"Tb II",1,64,"Terbium","Gd","Xe4f96s","4f96H°15/26s1/2","15/2,1/2°8","4f95p6 6H°15/2",0.011513,2e-05,"L19870c180"
65,"Tb III",2,63,"Terbium","Eu","Xe4f9","4f9","6H°15/2","4f85p6 7F6",0.02182,3e-05,"L19883c180"
65,"Tb IV",3,62,"Terbium","Sm","Xe4f8","4f8","7F6","4f75s25p6 8S°7/2",0.03933,4e-05,"L19883c180"
65,"Tb V",4,61,"Terbium","Pm","Xe4f7","4f75s25p6","8S°7/2","4f75s25p5",0.0665,3e-04,"L4095"
65,"Tb VI",5,60,"Terbium","Nd","Cd4f75p5","4f75s25p5",NA,"4f85s25p3°",0.09,0.004,"L582"
65,"Tb VII",6,59,"Terbium","Pr","Cd4f85p3","4f85s25p3","°","4f75s25p3",0.108,0.005,"L582"
65,"Tb VIII",7,58,"Terbium","Ce","Cd4f75p3","4f75s25p3",NA,"4f75s25p2°",0.125,0.006,"L582"
65,"Tb IX",8,57,"Terbium","La","Cd4f75p2","4f75s25p2","°","4f65s25p2",0.143,0.007,"L582"
65,"Tb X",9,56,"Terbium","Ba","Cd4f65p2","4f65s25p2",NA,"4f65s25p°",0.168,0.008,"L582"
